ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
937,Bosnia and Herzegovina,BIH,,,Europe,Public health measures,General recommendations,Yes,"Companies are adviced to promote working from home, adapt stricter hygiene practises, cancel travels and meetings, allow parents of children below 10 time off-work, reorganize work",3/16/20,Government,Government,http://www.fbihvlada.gov.ba/bosanski/aktuelno_v2.php?akt_id=8419,3/20/20,
938,Bosnia and Herzegovina,BIH,,,Europe,Social and economic measures,Economic measures,No,Tax reductions on income tax according to the type of employment; set to last until end of year,3/16/20,Government,Government,http://www.fbihvlada.gov.ba/bosanski/aktuelno_v2.php?akt_id=8422,3/20/20,
939,Bosnia and Herzegovina,BIH,,,Europe,Movement restrictions,Travel restrictions,No,Border closure to Serbia,3/19/20,N1,Media,http://ba.n1info.com/Vijesti/a417671/Od-14-sati-se-zatvara-drzavna-granica-sa-Srbijom-za-sve-osobe.html,3/20/20,
940,Bosnia and Herzegovina,BIH,Republika Srpska,,Europe,Social and economic measures,Fines for noncompliance,No,The spread of misinformation online will be monitored and fined,3/19/20,BalkanInsight,Media,https://balkaninsight.com/2020/03/19/bosnias-republika-srpska-imposes-fines-for-coronavirus-fake-news/,3/20/20,
1306,Botswana,BWA,,,Africa,Movement restrictions,Travel restrictions,Yes,"All external trips by public officers, including the hosting of international events and conferences, have been suspended until further notice. The president urged all local organisations, businesses and institutions to adopt the same measure.",3/13/20,MSN News,Media,https://www.msn.com/en-za/news/africa/botswana-angola-close-borders-for-officials-amid-covid-19/ar-BB118Km9,3/21/20,https://www.facebook.com/BotswanaGovernment/posts/2832225860193387
1307,Botswana,BWA,,,Africa,Movement restrictions,Visa restrictions,No,Botswana has halted the issuance of visas to to persons traveling from the COVID-19 affected countries until further notice.,3/21/20,CGTN Africa,Media,https://africa.cgtn.com/2020/03/21/botswana-restricts-travel-from-covid-19-affected-countries/,3/21/20,
1308,Botswana,BWA,,,Africa,Public health measures,Testing for COVID-19,No,"Botswana has started testing for covid-19 in country, so they can process their own samples going forward rather than relying on South Africa.",3/18/20,Xihau,Media,http://www.xinhuanet.com/english/2020-03/19/c_138895614.htm,3/21/20,https://www.facebook.com/BotswanaGovernment/posts/2832225860193387
1309,Botswana,BWA,,,Africa,Social distancing,Limit public gatherings,No,The government has suspended all public gatherings of more than 100 people and recommended that all people keep a distance of 1-2metres between each other.,3/16/20,Government,Social media,https://www.facebook.com/BotswanaGovernment/posts/2832225860193387,3/21/20,https://www.gov.bw/
1310,Botswana,BWA,,,Africa,Public health measures,General recommendations,Yes,"All travellers arriving in Botswana from high risk countries will be isolated for care if they have symptoms of COVID-19, while those without symptoms will be quarantined for 14 days.",,Government,Social media,https://www.facebook.com/BotswanaGovernment/posts/2832225860193387,3/21/20,https://www.gov.bw/
52,Brazil,BRA,,,Americas,Public health measures,Health screenings in airports and border crossings,Yes,People from risky countries,3/7/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/bresil/,3/14/20,
57,Brazil,BRA,,,Americas,Public health measures,Introduction of quarantine policies,Yes,7 days quarantine for international travellers - 14 for people with syntoms,3/13/20,Globo,Media,https://g1.globo.com/bemestar/coronavirus/noticia/2020/03/13/ministerio-da-saude-divulga-orientacoes-para-estados-sobre-coronavirus.ghtml,3/14/20,
772,Brazil,BRA,,,Americas,Social distancing,Changes in prison-related policies,Yes,suspension of day-release programmes,3/16/20,NYT,Media,https://www.nytimes.com/reuters/2020/03/16/world/americas/16reuters-health-coronavirus-brazil-jails.html,3/17/20,
1107,Brazil,BRA,,,Americas,Social and economic measures,Emergency administrative structures activated or established,No,"Declares ""State of community transmission""",3/20/20,Official Diary of the Union ,Government,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=20/03/2020&jornal=613&pagina=1,3/21/20,http://www.in.gov.br/en/web/dou/-/portaria-n-454-de-20-de-marco-de-2020-249091587
1123,Brazil,BRA,,,Americas,Public health measures,Introduction of quarantine policies,No,Govt. implemented voluntary 7day quarantine ,3/20/20,US Embassy of Brazil ,Government,https://br.usembassy.gov/covid-19-information/,3/21/20,
1124,Brazil,BRA,,,Americas,Public health measures,Awareness campaigns,No,Ministry of Health holds regular press conferences. Traditional and social media are covering the global epidemic and Brazil-specific issues. ,3/18/20,US Embassy of Brazil ,Government,https://br.usembassy.gov/covid-19-information/,3/21/20,
1125,Brazil,BRA,,,Americas,Movement restrictions,Border closure ,Yes,"15 day land border suspension- Argentina, Paraguay, Bolivia, Peru, Colombia, Suriname and French Guiana *exception: citizens, permanent residents, diplomats/intl agency officials and trucks of goods",3/19/20,Aljazeera,Media,https://www.aljazeera.com/news/2020/03/coronavirus-travel-restrictions-border-shutdowns-country-200318091505922.html,3/21/20,https://www.sentinelandenterprise.com/2020/03/19/brazils-bolsonaro-strives-to-regain-leadership-amid-virus/
116,Brunei Darussalam,BRN,,,Asia,Social distancing,Schools closure ,No,,3/10/20,Garda,Media,https://www.garda.com/crisis24/news-alerts/321981/brunei-ministry-of-health-confirms-11-cases-of-covid-19-march-11-update-4,3/14/20,
117,Brunei Darussalam,BRN,,,Asia,Social distancing,Limit public gatherings,No,,3/10/20,Garda,Media,https://www.garda.com/crisis24/news-alerts/321981/brunei-ministry-of-health-confirms-11-cases-of-covid-19-march-11-update-4,3/14/20,
118,Brunei Darussalam,BRN,,,Asia,Movement restrictions,Visa restrictions,No,"individuals arriving from Iran, Italy, as well as China's Hubei, Zhejiang, and Jiangsu provinces.",,Garda,Media,https://www.garda.com/crisis24/news-alerts/321981/brunei-ministry-of-health-confirms-11-cases-of-covid-19-march-11-update-4,3/14/20,
119,Brunei Darussalam,BRN,,,Asia,Public health measures,Awareness campaigns,No,,,Garda,Media,https://www.garda.com/crisis24/news-alerts/321981/brunei-ministry-of-health-confirms-11-cases-of-covid-19-march-11-update-4,3/14/20,
1108,Brunei Darussalam,BRN,,,Asia,Public health measures,General recommendations,No,"Brunei Ministry of Health has developed their website to give daily updates and recommendations, including an official statement every day on the state of the virus and government measures. Press statements became daily after the first confirmed case in the country was diagnosed on 9 March 2020. The statements include daily reminders to the public to practice good hygiene, remain calm, and information regarding any resources they may need.",3/9/20,Brunei MoH,Government,http://www.moh.gov.bn/SitePages/pressreleaseCOVID-19.aspx,3/21/20,
1109,Brunei Darussalam,BRN,,,Asia,Public health measures,Introduction of quarantine policies,No,"Following the introduction of the first case of COVID-19 in Brunei, the MoH made a statement regarding national quarentine policies. This includes that anyone who came in contact with a confirmed case is required ""to undergo mandatory isolation and their health status monitored"".",3/10/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/FINAL%20PRESS%20STATEMENT%20COVID-19%20INFECTION%2010%20MARCH%202020%20(ENG).pdf,3/21/20,
1110,Brunei Darussalam,BRN,,,Asia,Social distancing,Fines for noncompliance,No,"""Amendments to the Infectious Disease Act (Chapter 204) and its Regulations i.e. Infectious Diseases (Amendment of Schedule) Notification, 2020 dan Infectious Diseases (Quarantine) (Amendment) Regulations, 2020 have gazetted. Under the Act, anyone who, or suspected to be, a case, carrier or contact of an infectious disease may be required to undergo medical examination or medical treatment either in hospital or any other place as determined by the Director-General Ministry of Health. Failure to comply to this provision is an offence under this Law and the person may be ordered to be transferred to a hospital or another place where he can be detained and, if necessary, isolated until examination or treatment has been undertaken...   As such, the person may be fined to up to $10,000 or imprisoned for a period of not more than 6 months or both (first offence). For a second offence, may be fined to up to $20,000 or imprisoned for a period of not more than one year or both.""",1/30/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/MEDIA%20STATEMENT%20ON%20THE%20CURRENT%20SITUATION%20OF%20THE%20COVID-19%20IN%20BRUNEI%20DARUSSALAM%20-%2019.03.2020.pdf,3/21/20,
1111,Brunei Darussalam,BRN,,,Asia,Movement restrictions,Limit public gatherings,No,"""All mass gatherings are temporarily prohibited.""",3/13/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/FINAL_ENG_PRESS%20STATEMENT%20COVID-19_13.03.2020.pdf,3/21/20,
1112,Brunei Darussalam,BRN,,,Asia,Social distancing,Travel restrictions,No,All citizens and residents are restricted from leaving the country.,3/16/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/PRESS%20Statement_ENG_COVID-19%2015.03.2020_amended1.pdf,3/21/20,
1113,Brunei Darussalam,BRN,,,Asia,Movement restrictions,Public services closure ,No,All cinemas closed. ,3/18/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/FINAL_ENG_MEDIA%20STATEMENT%20COVID-19%20(17.03.2020).pdf,3/21/20,
1150,Brunei Darussalam,BRN,,,Asia,Movement restrictions,Visa restrictions,Yes,"Expanding upon ban to visitors from the Hubei province of China and Iran, the ban is also now extended to any visitors who were in Europe within the last 14 days. ",3/17/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/FINAL_ENG_MEDIA%20STATEMENT%20COVID-19%20(17.03.2020).pdf,3/21/20,
1151,Brunei Darussalam,BRN,,,Asia,Public health measures,Introduction of quarantine policies,No,All visitors are required to do a 14-day self-isolation from the moment they arrive. ,3/17/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/FINAL_ENG_MEDIA%20STATEMENT%20COVID-19%20(17.03.2020).pdf,3/21/20,
1152,Brunei Darussalam,BRN,,,Asia,Public health measures,Awareness campaigns,No,"Government launches ""Telegram""; a messaging app so the government can disseminate information and advice on COVID-19.",3/18/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/FINAL_ENG_MEDIA%20STATEMENT%20COVID-19%20(18.03.2020)%201838hrs.pdf,3/21/20,
1153,Brunei Darussalam,BRN,,,Asia,Public health measures,Health screenings in airports and border crossings,No,"All passengers arriving in Brunei Darussalam through the Brunei International Airport  are required to do a 14-day isolation AT APPOINTED MONITORING CENTERS. The difference between this government measure and the previous one is that there are now government-mandated locations where self-isolation must occur. In the 20 March Statement by Brunei Darussalam Ministry of Health, more announcements were made regarding the price for citizens and non-citizens, etc.",3/20/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/MEDIA%20STATEMENT%20ON%20THE%20CURRENT%20SITUATION%20OF%20THE%20COVID-19%20IN%20BRUNEI%20DARUSSALAM%20-%2019.03.2020.pdf,3/21/20,
1154,Brunei Darussalam,BRN,,,Asia,Social distancing,Public services closure ,Yes,Shorten operating hours for Immigration Control Posts for land transportation.,3/21/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/MEDIA%20STATEMENT%20ON%20THE%20CURRENT%20SITUATION%20OF%20THE%20COVID-19%20IN%20BRUNEI%20DARUSSALAM%20-%2019.03.2020.pdf,3/21/20,
1155,Brunei Darussalam,BRN,,,Asia,Public health measures,General recommendations,Yes,Employers (particularly private sector) should give their full cooperation to facilitate the measures under Quarentine Orders and Self Isolation Notices. ,3/19/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/MEDIA%20STATEMENT%20ON%20THE%20CURRENT%20SITUATION%20OF%20THE%20COVID-19%20IN%20BRUNEI%20DARUSSALAM%20-%2019.03.2020.pdf,3/21/20,
1156,Brunei Darussalam,BRN,,,Asia,Public health measures,Strengthening the public health system,No,"""To accommodate the growing demand of laboratory tests for COVID-19, His Majesty the Sultan and Yang Di-Pertuan of Brunei Darussalam has consented to the construction of an additional virology laboratory""",,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/FINAL%20PRESS%20STATEMENT%20ENG%20COVID-19%20(20.03.2020).pdf,3/21/20,
1157,Brunei Darussalam,BRN,,,Asia,Public health measures,Introduction of quarantine policies,No,"Expanding upon rules regarding mandatory isolation that were set to start 20 March 2020, ""the arrival of visitors and foreign workers are not encouraged at the moment. Any foreign workers arriving in Brunei Darussalam is required to borne all isolation costs, including accommodation, meals and all other related costs."" Additional costs of mandatory isolation facilities are outlined in this announcement.",3/20/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/FINAL%20PRESS%20STATEMENT%20ENG%20COVID-19%20(20.03.2020).pdf,3/21/20,
1191,Brunei Darussalam,BRN,,,Asia,Social and economic measures,Arrests for noncompliance,No,"""whomsoever has been found to breach or refuse any order that has been issued by the Ministry of Health such as hosting gatherings at any place that has been forbidden or leaving the place of quarantine at any point in the quarantine period, will have found to be in violation of the InfectiousDiseases Act (Chapter 204) and is punishable with a fine of up to $10,000, or imprisonment for a term not exceeding six months, or both. The Ministry will not be hesitant in taking legal action against any individual who has gone againstthe directives that have been issued.""",1/30/20,Brunei MoH,Government,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/MEDIA%20STATEMENT%20ON%20THE%20CURRENT%20SITUATION%20OF%20THE%20COVID-19%20IN%20BRUNEI%20DARUSSALAM%20-%2019.03.2020.pdf,3/20/20,
120,Bulgaria,BGR,,,Europe,Public health measures,Health screenings in airports and border crossings,Yes,Italy and China nationals,,US Embassy ,Government,https://bg.usembassy.gov/novel-coronavirus-covid-19-information/,3/14/20,
121,Bulgaria,BGR,,,Europe,Public health measures,Introduction of quarantine policies,Yes,People who have travelled from Italy or China,,US Embassy ,Government,https://bg.usembassy.gov/novel-coronavirus-covid-19-information/,3/14/20,
122,Bulgaria,BGR,,,Europe,Movement restrictions,Flights suspension,Yes,,,US Today,Media,https://www.usnews.com/news/world/articles/2020-03-13/bulgaria-declares-state-of-emergency-over-coronavirus,3/14/20,
123,Bulgaria,BGR,,,Europe,Social distancing,Schools closure ,No,,,US Today,Media,https://www.usnews.com/news/world/articles/2020-03-13/bulgaria-declares-state-of-emergency-over-coronavirus,3/14/20,
124,Bulgaria,BGR,,,Europe,Social distancing,Limit public gatherings,No,,,US Today,Media,https://www.usnews.com/news/world/articles/2020-03-13/bulgaria-declares-state-of-emergency-over-coronavirus,3/14/20,
125,Bulgaria,BGR,,,Europe,Social and economic measures,State of emergency declared,No,,,US Today,Media,https://www.usnews.com/news/world/articles/2020-03-13/bulgaria-declares-state-of-emergency-over-coronavirus,3/14/20,
173,Burkina Faso,BFA,,,Africa,Social distancing,Schools closure ,No,Authorities announced  on 15 March the closure of schools and univerities in entire country to last from 16 March until 1 April,3/18/20,LeFaso,Media,https://lefaso.net/spip.php?article95470,3/15/20,https://www.garda.com/crisis24/news-alerts/324091/burkina-faso-authorities-close-schools-until-at-least-march-31-due-to-covid-19-update-2
174,Burkina Faso,BFA,,,Africa,Social distancing,Limit public gatherings,No,Public gatherings and demonstrations banned until 30 April,3/12/20,Garda,Media,https://www.garda.com/crisis24/news-alerts/322111/burkina-faso-authorities-ban-public-gatherings-until-at-least-april-30-due-to-covid-19-update-1,3/15/20,
175,Burkina Faso,BFA,,,Africa,Public health measures,Health screenings in airports and border crossings,No,Thermal cameras used in airports,3/12/20,Garda,Media,https://www.garda.com/crisis24/news-alerts/322111/burkina-faso-authorities-ban-public-gatherings-until-at-least-april-30-due-to-covid-19-update-1,3/15/20,
176,Burkina Faso,BFA,,,Africa,Movement restrictions,Border checks ,No,Enhanced border controls,3/12/20,Garda,Media,https://www.garda.com/crisis24/news-alerts/322111/burkina-faso-authorities-ban-public-gatherings-until-at-least-april-30-due-to-covid-19-update-1,3/15/20,
177,Burkina Faso,BFA,,,Africa,Public health measures,Awareness campaigns,No,Video and infographics on health and sanitary guidelines,2/13/20,Ministry of Health,Government,https://www.sante.gov.bf/detail?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Bnews%5D=165&cHash=553848326e0511204c14d95bf6870bb8,3/15/20,
977,Burkina Faso,BFA,,,Africa,Social distancing,Limit public gatherings,No,Limitation of religious gathering and priers,3/19/20,Le Faso,Media,https://lefaso.net/spip.php?page=direct.coronavirus,3/20/20,
404,Burundi,BDI,,,Africa,Public health measures,Health screenings in airports and border crossings,No,Passengers are screened at the airport for elevated temperature and asked to complete a health form that includes questions about travel in the last three week,3/15/20,US Embassy,Government,https://bi.usembassy.gov/covid-19-information/,3/15/20,
406,Burundi,BDI,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"Quarantine measures for China, France, Germany, Iran, Italy, Japan, South Korea and Spain. The travelers may be quarantined in a Government Hotel Facility in Bujumbura (Hotel Source du Nil) for 14 days.",3/6/20,US Embassy,Government,https://bi.usembassy.gov/covid-19-information/,3/15/20,
419,Burundi,BDI,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"Quarantine for those arriving in the country that have been China, South Korea, Iran, Italy, Germany, France, Japan, Spain, and the rest of the European Union in the last 14 days.",3/12/20,Ministere de la Sante Publique,Government,http://minisante.bi/?p=553,3/15/20,
980,Burundi,BDI,,,Africa,Public health measures,Introduction of quarantine policies,Yes,Quarantine for those arriving in the country that have been in Dubai in the last 14 days.,3/19/20,Ministere de la Sante Publique,Government,http://minisante.bi/?p=553,3/15/20,
493,Cabo Verde,CPV,,,Africa,Movement restrictions,Flights suspension,Yes,Italy,3/2/20,Sapo25,Media,https://jornaleconomico.sapo.pt/en/news/covid-19-suspected-case-in-cape-verde-was-in-portugal-553737,3/16/20,
500,Cabo Verde,CPV,,,Africa,Public health measures,Introduction of quarantine policies,No,no official policy in place but stated as a posibility,,US Embassy,Government,https://cv.usembassy.gov/covid-19-information/?_ga=2.89703067.1601748976.1584185584-1155192847.1584185584,3/16/20,
1093,Cabo Verde,CPV,,,Africa,Movement restrictions,Travel restrictions,No,"Effective March 19, for 3 weeks, the Government of Cabo Verde will suspend commercial passenger flights in and out of Cabo Verde, including flights to Portugal, Senegal, the United States, and other European countries, with limited exceptions for citizens returning home from Cabo Verde and for medical emergencies.",3/19/20,US Embassy in Cabo Verde,Government,https://cv.usembassy.gov/covid-19-information/,3/21/20,
1094,Cabo Verde,CPV,,,Africa,Movement restrictions,Border closure ,Yes,"Passengers on board cruise ships and sailboats will not be allowed to disembark in Cabe Verde from 19 March, restriction in place for 3 weeks",3/20/20,US Embassy in Cabo Verde,Government,https://cv.usembassy.gov/covid-19-information/,3/21/20,
1095,Cabo Verde,CPV,,,Africa,Movement restrictions,Border closure ,Yes,"As of March 19, non-Cabo Verdean citizens will not be permitted entry for a period of three weeks. This travel restriction will reviewed by the Government of Cabo Verde at the end of this period.",3/19/20,US Embassy in Cabo Verde,Government,https://cv.usembassy.gov/covid-19-information/,3/21/20,
504,Cambodia,KHM,,,Asia,Movement restrictions,Visa restrictions,Yes,"Italy, Germany, Spain, France and the US ",3/17/20,US Embassy,Government,https://kh.usembassy.gov/covid-19-information/,3/16/20,
510,Cambodia,KHM,,,Asia,Social distancing,Schools closure ,Yes,Siem Reap and Phnom Penh,,US Embassy,Government,https://kh.usembassy.gov/covid-19-information/,3/16/20,
599,Cambodia,KHM,,,Asia,Public health measures,Health screenings in airports and border crossings,No,"Cambodia has placed thermal scanners and quarantine teams at the three international airports in Phnom Penh, Siem Reap, and Sihanoukville, and at border checkpoints. Screening, however, is minimal.",,US Embassy,Government,https://kh.usembassy.gov/covid-19-information/,3/16/20,
133,Cameroon,CMR,,,Africa,Public health measures,Awareness campaigns,No,,3/7/20,Ministry of Health,Government,https://www.minsante.cm/site/?q=fr/content/support-de-communication-sur-le-covid-19,3/15/20,
139,Cameroon,CMR,,,Africa,Public health measures,Health screenings in airports and border crossings,No,,3/7/20,Ministry of Health,Government,https://www.minsante.cm/site/?q=fr/content/support-de-communication-sur-le-covid-19,3/15/20,
150,Cameroon,CMR,,,Africa,Social and economic measures,Emergency administrative structures activated or established,No,,3/7/20,Ministry of health,Government,https://www.minsante.cm/site/?q=fr/content/d%C3%A9claration-presse-minsante-english,3/15/20,
155,Cameroon,CMR,,,Africa,Movement restrictions,Additional health/documents requirements upon arrival,Yes,"All visas applicants wishing to attend the 2020 African Nations Championship soccer tournament from April 4 to April 25, 2020",3/7/20,US Embassy ,Government,https://cm.usembassy.gov/u-s-citizen-services/covid-19-information/,3/15/20,
157,Cameroon,CMR,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"Everyone with symptoms in isolation centers at Yaoundé Central Hospital, Laquintinie Hospital in Douala, Garoua Regional Hospital, and Kribi District Hospital ",3/7/20,US Embassy ,Government,https://cm.usembassy.gov/u-s-citizen-services/covid-19-information/,3/15/20,
1015,Cameroon,CMR,,,Africa,Movement restrictions,Border closure ,No," Closure of all land, sea and air borders.",3/18/20,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cameroon/health#coronavirus,3/20/20,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/cameroun/
1016,Cameroon,CMR,,,Africa,Movement restrictions,Flights suspension,No,All international flights.,3/18/20,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cameroon/health#coronavirus,3/20/20,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/cameroun/
1018,Cameroon,CMR,,,Africa,Movement restrictions,Visa restrictions,No,All entry visas have been suspended.,3/18/20,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cameroon/health#coronavirus,3/20/20,
1031,Cameroon,CMR,,,Africa,Social distancing,Schools closure ,No,All private and public  education facility,3/18/20,Health Ministry — Cameroon,Government,https://www.minsante.cm/site/?q=fr/content/dossier-de-presse-point-de-presse-minsante-covid-19-cousp2020,3/20/20,
1032,Cameroon,CMR,,,Africa,Social distancing,Limit public gatherings,No,Gathering of more than 50 people are forbidden.,3/18/20,Health Ministry — Cameroon,Government,https://www.minsante.cm/site/?q=fr/content/dossier-de-presse-point-de-presse-minsante-covid-19-cousp2020,3/20/20,
1033,Cameroon,CMR,,,Africa,Social distancing,Public services closure ,No,All public missions outside the country are cancelled.,3/18/20,Health Ministry — Cameroon,Government,https://www.minsante.cm/site/?q=fr/content/dossier-de-presse-point-de-presse-minsante-covid-19-cousp2020,3/20/20,
1034,Cameroon,CMR,,,Africa,Social and economic measures,General lockdown,No,Curfew on bars and restaurant from 6pm.,3/18/20,Health Ministry — Cameroon,Government,https://www.minsante.cm/site/?q=fr/content/dossier-de-presse-point-de-presse-minsante-covid-19-cousp2020,3/20/20,
1035,Cameroon,CMR,,,Africa,Movement restrictions,Travel restrictions,No,Reduction of public transports to the 'strict minimum',3/18/20,Health Ministry — Cameroon,Government,https://www.minsante.cm/site/?q=fr/content/dossier-de-presse-point-de-presse-minsante-covid-19-cousp2020,3/20/20,
1036,Cameroon,CMR,,,Africa,Social distancing,Limit public gatherings,No,Reducing maximum capacity for public transports. ,3/18/20,Health Ministry — Cameroon,Government,https://www.minsante.cm/site/?q=fr/content/le-ministre-de-la-sant%C3%A9-publique-invit%C3%A9-du-20h30-%C3%A0-la-crtv-au-sujet-du-covid-19,3/20/20,
194,Canada,CAN,,,Americas,Movement restrictions,Travel restrictions,No,"All non-essential travel outside of Canada, cruise ships unable to dock in country until 1 July",3/14/20,Government of Canada,Government,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/latest-travel-health-advice.html,3/15/20,
195,Canada,CAN,,,Americas,Social distancing,Limit public gatherings,Yes,"British Columbia, Alberta and Quebec have all banned events larger than 250 people. New Brunswick and Nova Scotia limiting 150. ",3/13/20,The Guardian,Media,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/latest-travel-health-advice.html,3/15/20,
196,Canada,CAN,,,Americas,Public health measures,Introduction of quarantine policies,Yes,14  day quarantine for those with symptoms or those returning from cruise ships. Elderly (those over 70) told to stay home,,,,,3/15/20,
200,Canada,CAN,,,Americas,Public health measures,Strengthening the public health system,Yes,provinces and territories with critical health care systems will be given 500 million ,3/13/20,Government of Canada,Government,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/canadas-reponse/government-canada-takes-action-covid-19.html,3/15/20,
202,Canada,CAN,,,Americas,Public health measures,Health screenings in airports and border crossings,No,,3/14/20,US Embassy ,Government,https://ca.usembassy.gov/health-alert-u-s-embassy-ottawa-canada-march-14-2020/,3/15/20,
207,Canada,CAN,,,Americas,Movement restrictions,Flights suspension,No,Restricted arrival from other countries into specific airports,,,,,3/15/20,
425,Canada,CAN,,,Americas,Social distancing,Schools closure ,Yes,Some provinces have closed schools for a few weeks.,3/16/20,The Globe and Mail,Media,https://www.theglobeandmail.com/canada/article-could-coronavirus-mean-schools-are-out-for-the-year/,3/16/20,
731,Canada,CAN,,,Americas,Movement restrictions,Travel restrictions,Yes,All non-residents and non-citizens are unable to enter the country,,,,,3/16/20,
247,Central African Republic,CAF,,,Africa,Movement restrictions,Additional health/documents requirements upon arrival,Yes,travelers ariving from China in CAR are required to fill out a health questionnaire,1/29/20,FAAPA,Media,http://www.faapa.info/blog/des-mesures-en-centrafrique-contre-lepidemie-de-coronavirus/,3/15/20,
248,Central African Republic,CAF,CPV,,Africa,Movement restrictions,Additional health/documents requirements upon arrival,No,all travelers arriving are required to fill out a health questionnaire,3/6/20,Ministry of Health,Government,https://cf.ambafrance.org/IMG/pdf/directives_covid19.pdf?1912/8dee6c4278e82129519cde5fe42b055d80ce12e5,3/15/20,
249,Central African Republic,CAF,,,Africa,Public health measures,Health screenings in airports and border crossings,No,"temperatures at entry points, all travelers with fever (above 38 degrees) and/or respiratory symptoms have to undergo further tests, so do passengers who have been to countries with local COVID-19 transmissions in the 14 days before their arrival to CAR",3/6/20,Ministry of Health,Government,https://cf.ambafrance.org/IMG/pdf/directives_covid19.pdf?1912/8dee6c4278e82129519cde5fe42b055d80ce12e6,3/15/20,
260,Central African Republic,CAF,,,Africa,Public health measures,Introduction of quarantine policies,Yes,14 day selfquarantine for any traveler entering CAR from a country with local COVID-19 transmissions,3/13/20,US Embassy,Government,https://cf.usembassy.gov/health-alert-u-s-embassy-bangui-central-african-republic-march-14-2020/,3/15/20,
261,Central African Republic,CAF,,,Africa,Movement restrictions,Travel restrictions,Yes,government members are banned from travel to countries with local transmission of COVID-19,3/13/20,US Embassy,Government,https://cf.usembassy.gov/health-alert-u-s-embassy-bangui-central-african-republic-march-14-2020/,3/15/20,
262,Central African Republic,CAF,,,Africa,Social distancing,Limit public gatherings,No,public gatherings are restricted,3/13/20,US Embassy,Government,https://cf.usembassy.gov/health-alert-u-s-embassy-bangui-central-african-republic-march-14-2020/,3/15/20,
263,Central African Republic,CAF,,,Africa,Public health measures,Strengthening the public health system,No,public spaces need to install hand-washing devices,3/13/20,US Embassy,Government,https://cf.usembassy.gov/health-alert-u-s-embassy-bangui-central-african-republic-march-14-2020/,3/15/20,
264,Central African Republic,CAF,,,Africa,Public health measures,Awareness campaigns,No,no handshakes or kissing to greet,3/13/20,US Embassy,Government,https://cf.usembassy.gov/health-alert-u-s-embassy-bangui-central-african-republic-march-14-2020/,3/15/20,
161,Chad,TCD,,,Africa,Public health measures,Health screenings in airports and border crossings,Yes,"China, South Korea, Iran, Italy, and France this list is non exhaustive they may add nationalities with no warning",3/8/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/322051/chad-authorities-implement-precautionary-measures-due-to-covid-19-as-of-march-8,3/15/20,
