City/County,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
,,Puerto Rico,18.2,-66.5,2020-01-24,0.0,0.0,0.0
,,Republic of the Congo,-1.44,15.556,2020-01-24,0.0,0.0,0.0
,,The Bahamas,24.25,-76.0,2020-01-24,0.0,0.0,0.0
,,The Gambia,13.4667,-16.6,2020-01-24,0.0,0.0,0.0
,,Thailand,15.0,101.0,2020-01-25,7.0,0.0,0.0
,,Japan,36.0,138.0,2020-01-25,2.0,0.0,0.0
,,Singapore,1.2833,103.8333,2020-01-25,3.0,0.0,0.0
,,Nepal,28.1667,84.25,2020-01-25,1.0,0.0,0.0
,,Malaysia,2.5,112.5,2020-01-25,3.0,0.0,0.0
,British Columbia,Canada,49.2827,-123.1207,2020-01-25,0.0,0.0,0.0
,New South Wales,Australia,-33.8688,151.2093,2020-01-25,0.0,0.0,0.0
,Victoria,Australia,-37.8136,144.9631,2020-01-25,0.0,0.0,0.0
,Queensland,Australia,-28.0167,153.4,2020-01-25,0.0,0.0,0.0
,,Cambodia,11.55,104.9167,2020-01-25,0.0,0.0,0.0
,,Sri Lanka,7.0,81.0,2020-01-25,0.0,0.0,0.0
,,Germany,51.0,9.0,2020-01-25,0.0,0.0,0.0
,,Finland,64.0,26.0,2020-01-25,0.0,0.0,0.0
,,United Arab Emirates,24.0,54.0,2020-01-25,0.0,0.0,0.0
,,Philippines,13.0,122.0,2020-01-25,0.0,0.0,0.0
,,India,21.0,78.0,2020-01-25,0.0,0.0,0.0
,,Italy,43.0,12.0,2020-01-25,0.0,0.0,0.0
,,Sweden,63.0,16.0,2020-01-25,0.0,0.0,0.0
,,Spain,40.0,-4.0,2020-01-25,0.0,0.0,0.0
,South Australia,Australia,-34.9285,138.6007,2020-01-25,0.0,0.0,0.0
,,Belgium,50.8333,4.0,2020-01-25,0.0,0.0,0.0
,,Egypt,26.0,30.0,2020-01-25,0.0,0.0,0.0
,From Diamond Princess,Australia,35.4437,139.638,2020-01-25,0.0,0.0,0.0
,,Lebanon,33.8547,35.8623,2020-01-25,0.0,0.0,0.0
,,Iraq,33.0,44.0,2020-01-25,0.0,0.0,0.0
,,Oman,21.0,57.0,2020-01-25,0.0,0.0,0.0
,,Afghanistan,33.0,65.0,2020-01-25,0.0,0.0,0.0
,,Bahrain,26.0275,50.55,2020-01-25,0.0,0.0,0.0
,,Kuwait,29.5,47.75,2020-01-25,0.0,0.0,0.0
,,Algeria,28.0339,1.6596,2020-01-25,0.0,0.0,0.0
,,Croatia,45.1,15.2,2020-01-25,0.0,0.0,0.0
,,Switzerland,46.8182,8.2275,2020-01-25,0.0,0.0,0.0
,,Austria,47.5162,14.5501,2020-01-25,0.0,0.0,0.0
,,Israel,31.0,35.0,2020-01-25,0.0,0.0,0.0
,,Pakistan,30.3753,69.3451,2020-01-25,0.0,0.0,0.0
,,Brazil,-14.235,-51.9253,2020-01-25,0.0,0.0,0.0
,,Georgia,42.3154,43.3569,2020-01-25,0.0,0.0,0.0
,,Greece,39.0742,21.8243,2020-01-25,0.0,0.0,0.0
,,North Macedonia,41.6086,21.7453,2020-01-25,0.0,0.0,0.0
,,Norway,60.472,8.4689,2020-01-25,0.0,0.0,0.0
,,Romania,45.9432,24.9668,2020-01-25,0.0,0.0,0.0
,,Estonia,58.5953,25.0136,2020-01-25,0.0,0.0,0.0
,,San Marino,43.9424,12.4578,2020-01-25,0.0,0.0,0.0
,,Belarus,53.7098,27.9534,2020-01-25,0.0,0.0,0.0
,,Iceland,64.9631,-19.0208,2020-01-25,0.0,0.0,0.0
,,Lithuania,55.1694,23.8813,2020-01-25,0.0,0.0,0.0
,,Mexico,23.6345,-102.5528,2020-01-25,0.0,0.0,0.0
,,New Zealand,-40.9006,174.886,2020-01-25,0.0,0.0,0.0
,,Nigeria,9.082,8.6753,2020-01-25,0.0,0.0,0.0
,Western Australia,Australia,-31.9505,115.8605,2020-01-25,0.0,0.0,0.0
,,Ireland,53.1424,-7.6921,2020-01-25,0.0,0.0,0.0
,,Luxembourg,49.8153,6.1296,2020-01-25,0.0,0.0,0.0
,,Monaco,43.7333,7.4167,2020-01-25,0.0,0.0,0.0
,,Qatar,25.3548,51.1839,2020-01-25,0.0,0.0,0.0
,,Ecuador,-1.8312,-78.1834,2020-01-25,0.0,0.0,0.0
,,Azerbaijan,40.1431,47.5769,2020-01-25,0.0,0.0,0.0
,,Armenia,40.0691,45.0382,2020-01-25,0.0,0.0,0.0
,,Dominican Republic,18.7357,-70.1627,2020-01-25,0.0,0.0,0.0
,,Indonesia,-0.7893,113.9213,2020-01-25,0.0,0.0,0.0
,,Portugal,39.3999,-8.2245,2020-01-25,0.0,0.0,0.0
,,Andorra,42.5063,1.5218,2020-01-25,0.0,0.0,0.0
,Tasmania,Australia,-41.4545,145.9707,2020-01-25,0.0,0.0,0.0
,,Latvia,56.8796,24.6032,2020-01-25,0.0,0.0,0.0
,,Morocco,31.7917,-7.0926,2020-01-25,0.0,0.0,0.0
,,Saudi Arabia,24.0,45.0,2020-01-25,0.0,0.0,0.0
,,Senegal,14.4974,-14.4524,2020-01-25,0.0,0.0,0.0
,,Argentina,-38.4161,-63.6167,2020-01-25,0.0,0.0,0.0
,,Chile,-35.6751,-71.543,2020-01-25,0.0,0.0,0.0
,,Jordan,31.24,36.51,2020-01-25,0.0,0.0,0.0
,,Ukraine,48.3794,31.1656,2020-01-25,0.0,0.0,0.0
,,Hungary,47.1625,19.5033,2020-01-25,0.0,0.0,0.0
,Northern Territory,Australia,-12.4634,130.8456,2020-01-25,0.0,0.0,0.0
,,Liechtenstein,47.14,9.55,2020-01-25,0.0,0.0,0.0
,,Poland,51.9194,19.1451,2020-01-25,0.0,0.0,0.0
,,Tunisia,34.0,9.0,2020-01-25,0.0,0.0,0.0
,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-25,0.0,0.0,0.0
,,Slovenia,46.1512,14.9955,2020-01-25,0.0,0.0,0.0
,,South Africa,-30.5595,22.9375,2020-01-25,0.0,0.0,0.0
,,Bhutan,27.5142,90.4336,2020-01-25,0.0,0.0,0.0
,,Cameroon,3.848,11.5021,2020-01-25,0.0,0.0,0.0
,,Colombia,4.5709,-74.2973,2020-01-25,0.0,0.0,0.0
,,Costa Rica,9.7489,-83.7534,2020-01-25,0.0,0.0,0.0
,,Peru,-9.19,-75.0152,2020-01-25,0.0,0.0,0.0
,,Serbia,44.0165,21.0059,2020-01-25,0.0,0.0,0.0
,,Slovakia,48.669,19.699,2020-01-25,0.0,0.0,0.0
,,Togo,8.6195,0.8248,2020-01-25,0.0,0.0,0.0
,,Malta,35.9375,14.3754,2020-01-25,0.0,0.0,0.0
,,Martinique,14.6415,-61.0242,2020-01-25,0.0,0.0,0.0
,,Bulgaria,42.7339,25.4858,2020-01-25,0.0,0.0,0.0
,,Maldives,3.2028,73.2207,2020-01-25,0.0,0.0,0.0
,,Bangladesh,23.685,90.3563,2020-01-25,0.0,0.0,0.0
,,Paraguay,-23.4425,-58.4438,2020-01-25,0.0,0.0,0.0
,Ontario,Canada,51.2538,-85.3232,2020-01-25,0.0,0.0,0.0
,Alberta,Canada,53.9333,-116.5765,2020-01-25,0.0,0.0,0.0
,Quebec,Canada,52.9399,-73.5491,2020-01-25,0.0,0.0,0.0
,,Albania,41.1533,20.1683,2020-01-25,0.0,0.0,0.0
,,Cyprus,35.1264,33.4299,2020-01-25,0.0,0.0,0.0
,,Brunei,4.5353,114.7277,2020-01-25,0.0,0.0,0.0
,Washington,US,47.4009,-121.4905,2020-01-25,0.0,0.0,0.0
,New York,US,42.1657,-74.9481,2020-01-25,0.0,0.0,0.0
,California,US,36.1162,-119.6816,2020-01-25,0.0,0.0,0.0
,Massachusetts,US,42.2302,-71.5301,2020-01-25,0.0,0.0,0.0
,Diamond Princess,US,35.4437,139.638,2020-01-25,0.0,0.0,0.0
,Grand Princess,US,37.6489,-122.6655,2020-01-25,0.0,0.0,0.0
,Georgia,US,33.0406,-83.6431,2020-01-25,0.0,0.0,0.0
,Colorado,US,39.0598,-105.3111,2020-01-25,0.0,0.0,0.0
,Florida,US,27.7663,-81.6868,2020-01-25,0.0,0.0,0.0
,New Jersey,US,40.2989,-74.521,2020-01-25,0.0,0.0,0.0
,Oregon,US,44.572,-122.0709,2020-01-25,0.0,0.0,0.0
,Texas,US,31.0545,-97.5635,2020-01-25,0.0,0.0,0.0
,Illinois,US,40.3495,-88.9861,2020-01-25,0.0,0.0,0.0
,Pennsylvania,US,40.5908,-77.2098,2020-01-25,0.0,0.0,0.0
,Iowa,US,42.0115,-93.2105,2020-01-25,0.0,0.0,0.0
,Maryland,US,39.0639,-76.8021,2020-01-25,0.0,0.0,0.0
,North Carolina,US,35.6301,-79.8064,2020-01-25,0.0,0.0,0.0
,South Carolina,US,33.8569,-80.945,2020-01-25,0.0,0.0,0.0
,Tennessee,US,35.7478,-86.6923,2020-01-25,0.0,0.0,0.0
,Virginia,US,37.7693,-78.17,2020-01-25,0.0,0.0,0.0
,Arizona,US,33.7298,-111.4312,2020-01-25,0.0,0.0,0.0
,Indiana,US,39.8494,-86.2583,2020-01-25,0.0,0.0,0.0
,Kentucky,US,37.6681,-84.6701,2020-01-25,0.0,0.0,0.0
,District of Columbia,US,38.8974,-77.0268,2020-01-25,0.0,0.0,0.0
,Nevada,US,38.3135,-117.0554,2020-01-25,0.0,0.0,0.0
,New Hampshire,US,43.4525,-71.5639,2020-01-25,0.0,0.0,0.0
,Minnesota,US,45.6945,-93.9002,2020-01-25,0.0,0.0,0.0
,Nebraska,US,41.1254,-98.2681,2020-01-25,0.0,0.0,0.0
,Ohio,US,40.3888,-82.7649,2020-01-25,0.0,0.0,0.0
,Rhode Island,US,41.6809,-71.5118,2020-01-25,0.0,0.0,0.0
,Wisconsin,US,44.2685,-89.6165,2020-01-25,0.0,0.0,0.0
,Connecticut,US,41.5978,-72.7554,2020-01-25,0.0,0.0,0.0
,Hawaii,US,21.0943,-157.4983,2020-01-25,0.0,0.0,0.0
,Oklahoma,US,35.5653,-96.9289,2020-01-25,0.0,0.0,0.0
,Utah,US,40.15,-111.8624,2020-01-25,0.0,0.0,0.0
,,Burkina Faso,12.2383,-1.5616,2020-01-25,0.0,0.0,0.0
,,Holy See,41.9029,12.4534,2020-01-25,0.0,0.0,0.0
,,Mongolia,46.8625,103.8467,2020-01-25,0.0,0.0,0.0
,,Panama,8.538,-80.7821,2020-01-25,0.0,0.0,0.0
,Kansas,US,38.5266,-96.7265,2020-01-25,0.0,0.0,0.0
,Louisiana,US,31.1695,-91.8678,2020-01-25,0.0,0.0,0.0
,Missouri,US,38.4561,-92.2884,2020-01-25,0.0,0.0,0.0
,Vermont,US,44.0459,-72.7107,2020-01-25,0.0,0.0,0.0
,Alaska,US,61.3707,-152.4044,2020-01-25,0.0,0.0,0.0
,Arkansas,US,34.9697,-92.3731,2020-01-25,0.0,0.0,0.0
,Delaware,US,39.3185,-75.5071,2020-01-25,0.0,0.0,0.0
,Idaho,US,44.2405,-114.4788,2020-01-25,0.0,0.0,0.0
,Maine,US,44.6939,-69.3819,2020-01-25,0.0,0.0,0.0
,Michigan,US,43.3266,-84.5361,2020-01-25,0.0,0.0,0.0
,Mississippi,US,32.7416,-89.6787,2020-01-25,0.0,0.0,0.0
,Montana,US,46.9219,-110.4544,2020-01-25,0.0,0.0,0.0
,New Mexico,US,34.8405,-106.2485,2020-01-25,0.0,0.0,0.0
,North Dakota,US,47.5289,-99.784,2020-01-25,0.0,0.0,0.0
,South Dakota,US,44.2998,-99.4388,2020-01-25,0.0,0.0,0.0
,West Virginia,US,38.4912,-80.9545,2020-01-25,0.0,0.0,0.0
,Wyoming,US,42.756,-107.3025,2020-01-25,0.0,0.0,0.0
,Hubei,China,30.9756,112.2707,2020-01-25,761.0,40.0,32.0
,,Iran,32.0,53.0,2020-01-25,0.0,0.0,0.0
,,"Korea, South",36.0,128.0,2020-01-25,2.0,0.0,0.0
,France,France,46.2276,2.2137,2020-01-25,3.0,0.0,0.0
,Guangdong,China,23.3417,113.4244,2020-01-25,78.0,0.0,2.0
,Henan,China,33.882,113.614,2020-01-25,32.0,0.0,0.0
,Zhejiang,China,29.1832,120.0934,2020-01-25,62.0,0.0,1.0
,Hunan,China,27.6104,111.7088,2020-01-25,43.0,0.0,0.0
,Anhui,China,31.8257,117.2264,2020-01-25,39.0,0.0,0.0
,Jiangxi,China,27.614,115.7221,2020-01-25,18.0,0.0,0.0
,Shandong,China,36.3427,118.1498,2020-01-25,27.0,0.0,0.0
,Diamond Princess,Cruise Ship,35.4437,139.638,2020-01-25,0.0,0.0,0.0
,Jiangsu,China,32.9711,119.455,2020-01-25,18.0,0.0,1.0
,Chongqing,China,30.0572,107.874,2020-01-25,57.0,0.0,0.0
,Sichuan,China,30.6171,102.7103,2020-01-25,28.0,0.0,0.0
,Heilongjiang,China,47.862,127.7615,2020-01-25,9.0,1.0,0.0
,Denmark,Denmark,56.2639,9.5018,2020-01-25,0.0,0.0,0.0
,Beijing,China,40.1824,116.4142,2020-01-25,41.0,0.0,2.0
,Shanghai,China,31.202,121.4491,2020-01-25,33.0,0.0,1.0
,Hebei,China,39.549,116.1306,2020-01-25,8.0,1.0,0.0
,Fujian,China,26.0789,117.9874,2020-01-25,18.0,0.0,0.0
,Guangxi,China,23.8298,108.7881,2020-01-25,23.0,0.0,0.0
,Shaanxi,China,35.1917,108.8701,2020-01-25,15.0,0.0,0.0
,Yunnan,China,24.974,101.487,2020-01-25,11.0,0.0,0.0
,Hainan,China,19.1959,109.7453,2020-01-25,19.0,0.0,0.0
,Guizhou,China,26.8154,106.8748,2020-01-25,4.0,0.0,0.0
,Tianjin,China,39.3054,117.323,2020-01-25,10.0,0.0,0.0
,Shanxi,China,37.5777,112.2922,2020-01-25,6.0,0.0,0.0
,Gansu,China,37.8099,101.0583,2020-01-25,4.0,0.0,0.0
,Hong Kong,China,22.3,114.2,2020-01-25,5.0,0.0,0.0
,Liaoning,China,41.2956,122.6085,2020-01-25,17.0,0.0,0.0
,Jilin,China,43.6661,126.1923,2020-01-25,4.0,0.0,0.0
,,Czechia,49.8175,15.473,2020-01-25,0.0,0.0,0.0
,Xinjiang,China,41.1129,85.2401,2020-01-25,3.0,0.0,0.0
,Inner Mongolia,China,44.0935,113.9448,2020-01-25,7.0,0.0,0.0
,Ningxia,China,37.2692,106.1655,2020-01-25,3.0,0.0,0.0
,,Taiwan*,23.7,121.0,2020-01-25,3.0,0.0,0.0
,,Vietnam,16.0,108.0,2020-01-25,2.0,0.0,0.0
,,Russia,60.0,90.0,2020-01-25,0.0,0.0,0.0
,Qinghai,China,35.7452,95.9956,2020-01-25,1.0,0.0,0.0
,Macau,China,22.1667,113.55,2020-01-25,2.0,0.0,0.0
,,Moldova,47.4116,28.3699,2020-01-25,0.0,0.0,0.0
,,Bolivia,-16.2902,-63.5887,2020-01-25,0.0,0.0,0.0
,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-25,0.0,0.0,0.0
,St Martin,France,18.0708,-63.0501,2020-01-25,0.0,0.0,0.0
,,Honduras,15.2,-86.2419,2020-01-25,0.0,0.0,0.0
,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-25,0.0,0.0,0.0
,New Brunswick,Canada,46.5653,-66.4619,2020-01-25,0.0,0.0,0.0
,Tibet,China,31.6927,88.0924,2020-01-25,0.0,0.0,0.0
,,Congo (Kinshasa),-4.0383,21.7587,2020-01-25,0.0,0.0,0.0
,,Cote d'Ivoire,7.54,-5.5471,2020-01-25,0.0,0.0,0.0
,Saint Barthelemy,France,17.9,-62.8333,2020-01-25,0.0,0.0,0.0
,,Jamaica,18.1096,-77.2975,2020-01-25,0.0,0.0,0.0
,,Turkey,38.9637,35.2433,2020-01-25,0.0,0.0,0.0
,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-25,0.0,0.0,0.0
Kitsap,Washington,US,47.6477,-122.6413,2020-01-25,0.0,0.0,0.0
Solano,California,US,38.3105,-121.9018,2020-01-25,0.0,0.0,0.0
Santa Cruz,California,US,37.0454,-121.958,2020-01-25,0.0,0.0,0.0
Napa,California,US,38.5025,-122.2654,2020-01-25,0.0,0.0,0.0
Ventura,California,US,34.3705,-119.1391,2020-01-25,0.0,0.0,0.0
Worcester,Massachusetts,US,42.4097,-71.8571,2020-01-25,0.0,0.0,0.0
Gwinnett,Georgia,US,33.9191,-84.0167,2020-01-25,0.0,0.0,0.0
DeKalb,Georgia,US,33.7956,-84.2279,2020-01-25,0.0,0.0,0.0
Floyd,Georgia,US,37.5455,-82.7779,2020-01-25,0.0,0.0,0.0
Fayette,Georgia,US,33.4502,-84.4803,2020-01-25,0.0,0.0,0.0
Gregg,Texas,US,32.4893,-94.8521,2020-01-25,0.0,0.0,0.0
Monmouth,New Jersey,US,40.2589,-74.124,2020-01-25,0.0,0.0,0.0
Burlington,New Jersey,US,40.0712,-74.8649,2020-01-25,0.0,0.0,0.0
Camden,New Jersey,US,39.9259,-75.1196,2020-01-25,0.0,0.0,0.0
Passaic,New Jersey,US,40.8568,-74.1285,2020-01-25,0.0,0.0,0.0
Union,New Jersey,US,40.6976,-74.2632,2020-01-25,0.0,0.0,0.0
Eagle,Colorado,US,39.6553,-106.8287,2020-01-25,0.0,0.0,0.0
Larimer,Colorado,US,40.6956,-105.5943,2020-01-25,0.0,0.0,0.0
Arapahoe,Colorado,US,39.6203,-104.3326,2020-01-25,0.0,0.0,0.0
Gunnison,Colorado,US,38.5458,-106.9253,2020-01-25,0.0,0.0,0.0
Kane,Illinois,US,41.9879,-88.4016,2020-01-25,0.0,0.0,0.0
Monroe,Pennsylvania,US,41.0458,-75.2479,2020-01-25,0.0,0.0,0.0
Philadelphia,Pennsylvania,US,39.9526,-75.1652,2020-01-25,0.0,0.0,0.0
Norfolk,Virginia,US,36.8508,-76.2859,2020-01-25,0.0,0.0,0.0
Arlington,Virginia,US,38.8816,-77.09100000000002,2020-01-25,0.0,0.0,0.0
Spotsylvania,Virginia,US,38.2042,-77.6078,2020-01-25,0.0,0.0,0.0
Loudoun,Virginia,US,39.0768,-77.6536,2020-01-25,0.0,0.0,0.0
Prince George's,Maryland,US,38.7849,-76.8721,2020-01-25,0.0,0.0,0.0
Pottawattamie,Iowa,US,41.3912,-95.4778,2020-01-25,0.0,0.0,0.0
Camden,North Carolina,US,34.2465,-80.607,2020-01-25,0.0,0.0,0.0
Pima,Arizona,US,32.0575,-111.6661,2020-01-25,0.0,0.0,0.0
Noble,Indiana,US,41.4277,-85.355,2020-01-25,0.0,0.0,0.0
Adams,Indiana,US,39.8522,-77.2865,2020-01-25,0.0,0.0,0.0
Boone,Indiana,US,40.0106,-86.4997,2020-01-25,0.0,0.0,0.0
Dane,Wisconsin,US,43.0186,-89.5498,2020-01-25,0.0,0.0,0.0
Pierce,Wisconsin,US,44.7509,-92.3814,2020-01-25,0.0,0.0,0.0
Cuyahoga,Ohio,US,41.4339,-81.6758,2020-01-25,0.0,0.0,0.0
Weber,Utah,US,41.2603,-111.9522,2020-01-25,0.0,0.0,0.0
Bennington County,Vermont,US,43.0279,-73.135,2020-01-25,0.0,0.0,0.0
Carver County,Minnesota,US,44.8254,-93.7842,2020-01-25,0.0,0.0,0.0
Charlotte County,Florida,US,26.8946,-81.9098,2020-01-25,0.0,0.0,0.0
Cherokee County,Georgia,US,34.2515,-84.4803,2020-01-25,0.0,0.0,0.0
Collin County,Texas,US,33.1795,-96.493,2020-01-25,0.0,0.0,0.0
Jefferson County,Kentucky,US,38.1938,-85.6435,2020-01-25,0.0,0.0,0.0
Jefferson Parish,Louisiana,US,29.6499,-90.1121,2020-01-25,0.0,0.0,0.0
Shasta County,California,US,40.7909,-121.8474,2020-01-25,0.0,0.0,0.0
Spartanburg County,South Carolina,US,34.8606,-81.9535,2020-01-25,0.0,0.0,0.0
Harrison County,Kentucky,US,38.4333,-84.3542,2020-01-25,0.0,0.0,0.0
Johnson County,Iowa,US,41.6699,-91.5984,2020-01-25,0.0,0.0,0.0
Berkshire County,Massachusetts,US,42.3118,-73.1822,2020-01-25,0.0,0.0,0.0
Davidson County,Tennessee,US,36.1343,-86.822,2020-01-25,0.0,0.0,0.0
Douglas County,Oregon,US,43.1261,-123.2492,2020-01-25,0.0,0.0,0.0
Fresno County,California,US,36.9859,-119.2321,2020-01-25,0.0,0.0,0.0
Harford County,Maryland,US,39.5839,-76.3637,2020-01-25,0.0,0.0,0.0
Hendricks County,Indiana,US,39.8065,-86.5401,2020-01-25,0.0,0.0,0.0
Hudson County,New Jersey,US,40.7453,-74.0535,2020-01-25,0.0,0.0,0.0
Johnson County,Kansas,US,38.8454,-94.8521,2020-01-25,0.0,0.0,0.0
Kittitas County,Washington,US,47.175,-120.9319,2020-01-25,0.0,0.0,0.0
Manatee County,Florida,US,27.4799,-82.3452,2020-01-25,0.0,0.0,0.0
Marion County,Oregon,US,44.8446,-122.5927,2020-01-25,0.0,0.0,0.0
Okaloosa County,Florida,US,30.5773,-86.6611,2020-01-25,0.0,0.0,0.0
Polk County,Georgia,US,34.0132,-85.1479,2020-01-25,0.0,0.0,0.0
Riverside County,California,US,33.9533,-117.3961,2020-01-25,0.0,0.0,0.0
Shelby County,Tennessee,US,35.1269,-89.9253,2020-01-25,0.0,0.0,0.0
St. Louis County,Missouri,US,38.6103,-90.4125,2020-01-25,0.0,0.0,0.0
Suffolk County,New York,US,40.9849,-72.6151,2020-01-25,0.0,0.0,0.0
Ulster County,New York,US,41.8586,-74.3118,2020-01-25,0.0,0.0,0.0
Volusia County,Florida,US,29.028,-81.0755,2020-01-25,0.0,0.0,0.0
Fairfax County,Virginia,US,38.9085,-77.2405,2020-01-25,0.0,0.0,0.0
Rockingham County,New Hampshire,US,42.9931,-71.0498,2020-01-25,0.0,0.0,0.0
,Washington DC,US,38.9072,-77.0369,2020-01-25,0.0,0.0,0.0
Montgomery County,Pennsylvania,US,40.229,-75.3879,2020-01-25,0.0,0.0,0.0
Alameda County,California,US,37.6017,-121.7195,2020-01-25,0.0,0.0,0.0
Broward County,Florida,US,26.1901,-80.3659,2020-01-25,0.0,0.0,0.0
Lee County,Florida,US,26.663,-81.9535,2020-01-25,0.0,0.0,0.0
Pinal County,Arizona,US,32.8162,-111.2845,2020-01-25,0.0,0.0,0.0
Rockland County,New York,US,41.1489,-73.983,2020-01-25,0.0,0.0,0.0
Saratoga County,New York,US,43.0324,-73.936,2020-01-25,0.0,0.0,0.0
Charleston County,South Carolina,US,32.7957,-79.7848,2020-01-25,0.0,0.0,0.0
Clark County,Washington,US,45.7466,-122.5194,2020-01-25,0.0,0.0,0.0
Cobb County,Georgia,US,33.8999,-84.5641,2020-01-25,0.0,0.0,0.0
Davis County,Utah,US,40.9629,-112.0953,2020-01-25,0.0,0.0,0.0
El Paso County,Colorado,US,38.9108,-104.4723,2020-01-25,0.0,0.0,0.0
Honolulu County,Hawaii,US,21.307,-157.8584,2020-01-25,0.0,0.0,0.0
Jackson County,Oregon,US,42.3345,-122.7647,2020-01-25,0.0,0.0,0.0
Jefferson County,Washington,US,47.7425,-123.304,2020-01-25,0.0,0.0,0.0
Kershaw County,South Carolina,US,34.3672,-80.5883,2020-01-25,0.0,0.0,0.0
Klamath County,Oregon,US,42.6953,-121.6142,2020-01-25,0.0,0.0,0.0
Madera County,California,US,37.2519,-119.6963,2020-01-25,0.0,0.0,0.0
Pierce County,Washington,US,47.0676,-122.1295,2020-01-25,0.0,0.0,0.0
Tulsa County,Oklahoma,US,36.1593,-95.941,2020-01-25,0.0,0.0,0.0
Douglas County,Colorado,US,39.2587,-104.9389,2020-01-25,0.0,0.0,0.0
Providence County,Rhode Island,US,41.8882,-71.4774,2020-01-25,0.0,0.0,0.0
Chatham County,North Carolina,US,35.7211,-79.1781,2020-01-25,0.0,0.0,0.0
Delaware County,Pennsylvania,US,39.9078,-75.3879,2020-01-25,0.0,0.0,0.0
Douglas County,Nebraska,US,41.3148,-96.1951,2020-01-25,0.0,0.0,0.0
Fayette County,Kentucky,US,38.0606,-84.4803,2020-01-25,0.0,0.0,0.0
Marion County,Indiana,US,39.8362,-86.1752,2020-01-25,0.0,0.0,0.0
Middlesex County,Massachusetts,US,42.4672,-71.2874,2020-01-25,0.0,0.0,0.0
Nassau County,New York,US,40.6546,-73.5594,2020-01-25,0.0,0.0,0.0
Ramsey County,Minnesota,US,44.9964,-93.0616,2020-01-25,0.0,0.0,0.0
Washoe County,Nevada,US,40.5608,-119.6035,2020-01-25,0.0,0.0,0.0
Wayne County,Pennsylvania,US,41.6739,-75.2479,2020-01-25,0.0,0.0,0.0
Yolo County,California,US,38.7646,-121.9018,2020-01-25,0.0,0.0,0.0
Santa Clara County,California,US,37.3541,-121.9552,2020-01-25,0.0,0.0,0.0
Clark County,Nevada,US,36.0796,-115.094,2020-01-25,0.0,0.0,0.0
Fort Bend County,Texas,US,29.5693,-95.8143,2020-01-25,0.0,0.0,0.0
Grant County,Washington,US,47.1981,-119.3732,2020-01-25,0.0,0.0,0.0
Santa Rosa County,Florida,US,30.769,-86.9824,2020-01-25,0.0,0.0,0.0
Williamson County,Tennessee,US,35.9179,-86.8622,2020-01-25,0.0,0.0,0.0
New York County,New York,US,40.7128,-74.006,2020-01-25,0.0,0.0,0.0
Montgomery County,Maryland,US,39.1547,-77.2405,2020-01-25,0.0,0.0,0.0
Suffolk County,Massachusetts,US,42.3601,-71.0589,2020-01-25,0.0,0.0,0.0
Denver County,Colorado,US,39.7392,-104.9903,2020-01-25,0.0,0.0,0.0
Summit County,Colorado,US,39.5912,-106.064,2020-01-25,0.0,0.0,0.0
Bergen County,New Jersey,US,40.9263,-74.077,2020-01-25,0.0,0.0,0.0
Harris County,Texas,US,29.7752,-95.3103,2020-01-25,0.0,0.0,0.0
San Francisco County,California,US,37.7749,-122.4194,2020-01-25,0.0,0.0,0.0
Contra Costa County,California,US,37.8534,-121.9018,2020-01-25,0.0,0.0,0.0
Orange County,California,US,33.7879,-117.8531,2020-01-25,0.0,0.0,0.0
Norfolk County,Massachusetts,US,42.1767,-71.1449,2020-01-25,0.0,0.0,0.0
Maricopa County,Arizona,US,33.2918,-112.4291,2020-01-25,0.0,0.0,0.0
Wake County,North Carolina,US,35.8032,-78.5661,2020-01-25,0.0,0.0,0.0
Westchester County,New York,US,41.122,-73.7949,2020-01-25,0.0,0.0,0.0
Grafton County,New Hampshire,US,43.9088,-71.82600000000002,2020-01-25,0.0,0.0,0.0
Hillsborough,Florida,US,27.9904,-82.3018,2020-01-25,0.0,0.0,0.0
Placer County,California,US,39.0916,-120.8039,2020-01-25,0.0,0.0,0.0
San Mateo,California,US,37.563,-122.3255,2020-01-25,0.0,0.0,0.0
Sonoma County,California,US,38.578,-122.9888,2020-01-25,0.0,0.0,0.0
Umatilla,Oregon,US,45.775,-118.7606,2020-01-25,0.0,0.0,0.0
Fulton County,Georgia,US,33.8034,-84.3963,2020-01-25,0.0,0.0,0.0
Washington County,Oregon,US,45.547,-123.1386,2020-01-25,0.0,0.0,0.0
Snohomish County,Washington,US,48.033,-121.8339,2020-01-25,0.0,0.0,0.0
Humboldt County,California,US,40.745,-123.8695,2020-01-25,0.0,0.0,0.0
Sacramento County,California,US,38.4747,-121.3542,2020-01-25,0.0,0.0,0.0
San Diego County,California,US,32.7157,-117.1611,2020-01-25,0.0,0.0,0.0
San Benito,California,US,36.5761,-120.9876,2020-01-25,0.0,0.0,0.0
Los Angeles,California,US,34.0522,-118.2437,2020-01-25,0.0,0.0,0.0
King County,Washington,US,47.6062,-122.3321,2020-01-25,1.0,0.0,0.0
Cook County,Illinois,US,41.7377,-87.6976,2020-01-25,1.0,0.0,0.0
Skagit,Washington,US,48.4242,-121.7114,2020-01-25,0.0,0.0,0.0
