Entity,Code,Year,"Physicians (per 1,000 people) (per 1,000 people)"
Colombia,COL,1992,1.07
Colombia,COL,1993,1.112
Colombia,COL,1994,1.14
Colombia,COL,1996,1.199
Colombia,COL,1997,1.233
Colombia,COL,1998,1.268
Colombia,COL,1999,1.3
Colombia,COL,2002,1.413
Colombia,COL,2005,1.451
Colombia,COL,2006,1.474
Colombia,COL,2007,1.497
Colombia,COL,2008,1.521
Colombia,COL,2009,1.544
Colombia,COL,2010,1.568
Colombia,COL,2011,1.669
Colombia,COL,2012,1.713
Colombia,COL,2013,1.766
Colombia,COL,2014,1.821
Comoros,COM,1984,0.084
Comoros,COM,1988,0.163
Comoros,COM,1990,0.113
Comoros,COM,1992,0.127
Comoros,COM,1997,0.074
Comoros,COM,2004,0.19
Congo,COG,1960,0.06
Congo,COG,1965,0.068
Congo,COG,1970,0.101
Congo,COG,1978,0.174
Congo,COG,1982,0.119
Congo,COG,1985,0.252
Congo,COG,1986,0.252
Congo,COG,1990,0.276
Congo,COG,1995,0.251
Congo,COG,1998,0.73
Congo,COG,2004,0.222
Congo,COG,2006,0.217
Congo,COG,2007,0.108
Congo,COG,2010,0.095
Costa Rica,CRI,1960,0.391
Costa Rica,CRI,1965,0.517
Costa Rica,CRI,1970,0.614
Costa Rica,CRI,1979,0.679
Costa Rica,CRI,1984,0.99
Costa Rica,CRI,1987,0.968
Costa Rica,CRI,1988,0.881
Costa Rica,CRI,1990,1.26
Costa Rica,CRI,1993,0.883
Costa Rica,CRI,1994,0.845
Costa Rica,CRI,1995,0.854
Costa Rica,CRI,1996,0.864
Costa Rica,CRI,1997,0.872
Costa Rica,CRI,1998,0.901
Costa Rica,CRI,1999,1.719
Costa Rica,CRI,2000,1.326
Costa Rica,CRI,2013,1.15
Cote d'Ivoire,CIV,1960,0.033
Cote d'Ivoire,CIV,1965,0.048
Cote d'Ivoire,CIV,1970,0.064
Cote d'Ivoire,CIV,1985,0.071
Cote d'Ivoire,CIV,1990,0.088
Cote d'Ivoire,CIV,1996,0.09
Cote d'Ivoire,CIV,2004,0.117
Cote d'Ivoire,CIV,2005,0.094
Cote d'Ivoire,CIV,2008,0.143
Cote d'Ivoire,CIV,2010,0.144
Croatia,HRV,1980,1.673
Croatia,HRV,1981,1.738
Croatia,HRV,1982,1.808
Croatia,HRV,1983,1.858
Croatia,HRV,1984,1.88
Croatia,HRV,1985,1.944
Croatia,HRV,1986,2.016
Croatia,HRV,1987,2.066
Croatia,HRV,1988,2.093
Croatia,HRV,1989,2.134
Croatia,HRV,1990,2.125
Croatia,HRV,1991,1.954
Croatia,HRV,1992,1.996
Croatia,HRV,1993,1.976
Croatia,HRV,1994,1.962
Croatia,HRV,1995,1.969
Croatia,HRV,1996,2.06
Croatia,HRV,1997,2.055
Croatia,HRV,1998,1.915
Croatia,HRV,1999,1.806
Croatia,HRV,2000,2.383
Croatia,HRV,2001,2.374
Croatia,HRV,2002,2.4
Croatia,HRV,2003,2.444
Croatia,HRV,2004,2.4
Croatia,HRV,2005,2.5
Croatia,HRV,2006,2.47
Croatia,HRV,2007,2.59
Croatia,HRV,2008,2.661
Croatia,HRV,2010,2.851
Croatia,HRV,2011,2.903
Croatia,HRV,2012,2.979
Croatia,HRV,2013,3.021
Croatia,HRV,2014,3.126
Cuba,CUB,1960,0.946
Cuba,CUB,1965,0.876
Cuba,CUB,1970,0.822
Cuba,CUB,1981,1.388
Cuba,CUB,1984,1.886
Cuba,CUB,1988,3
Cuba,CUB,1990,3.656
Cuba,CUB,1991,3.998
Cuba,CUB,1992,4.365
Cuba,CUB,1993,4.727
Cuba,CUB,1994,4.981
Cuba,CUB,1995,5.211
Cuba,CUB,1996,5.489
Cuba,CUB,1997,5.693
Cuba,CUB,1998,5.749
Cuba,CUB,1999,5.854
Cuba,CUB,2000,5.937
Cuba,CUB,2001,5.948
Cuba,CUB,2002,5.997
Cuba,CUB,2003,6.065
Cuba,CUB,2004,6.202
Cuba,CUB,2005,6.269
Cuba,CUB,2006,6.34
Cuba,CUB,2007,6.418
Cuba,CUB,2008,6.603
Cuba,CUB,2009,6.628
Cuba,CUB,2010,6.766
Cuba,CUB,2011,6.943
Cuba,CUB,2012,7.235
Cuba,CUB,2013,7.366
Cuba,CUB,2014,7.519
Cyprus,CYP,1960,0.682
Cyprus,CYP,1970,0.802
Cyprus,CYP,1980,0.916
Cyprus,CYP,1981,0.973
Cyprus,CYP,1986,1.393
Cyprus,CYP,1987,1.38
Cyprus,CYP,1990,1.564
Cyprus,CYP,1995,1.879
Cyprus,CYP,1996,2.55
Cyprus,CYP,1999,2.119
Cyprus,CYP,2007,2.016
Cyprus,CYP,2008,2.059
Cyprus,CYP,2009,2.121
Cyprus,CYP,2010,2.174
Cyprus,CYP,2011,2.265
Cyprus,CYP,2012,2.308
Cyprus,CYP,2013,2.412
Cyprus,CYP,2014,2.496
Czech Republic,CZE,1970,1.8
Czech Republic,CZE,1971,1.9
Czech Republic,CZE,1972,1.9
Czech Republic,CZE,1973,1.9
Czech Republic,CZE,1974,2
Czech Republic,CZE,1975,2
Czech Republic,CZE,1976,2.1
Czech Republic,CZE,1977,2.1
Czech Republic,CZE,1978,2.1
Czech Republic,CZE,1979,2.2
Czech Republic,CZE,1980,2.3
Czech Republic,CZE,1981,2.3
Czech Republic,CZE,1982,2.4
Czech Republic,CZE,1983,2.5
Czech Republic,CZE,1984,2.5
Czech Republic,CZE,1985,2.6
Czech Republic,CZE,1986,2.6
Czech Republic,CZE,1987,2.6
Czech Republic,CZE,1988,2.7
Czech Republic,CZE,1989,2.7
Czech Republic,CZE,1990,2.7
Czech Republic,CZE,1991,2.7
Czech Republic,CZE,1992,2.7
Czech Republic,CZE,1993,2.9
Czech Republic,CZE,1994,2.9
Czech Republic,CZE,1995,3
Czech Republic,CZE,1996,3
Czech Republic,CZE,1997,3.1
Czech Republic,CZE,1998,3
Czech Republic,CZE,1999,3.1
Czech Republic,CZE,2000,3.4
Czech Republic,CZE,2001,3.4
Czech Republic,CZE,2002,3.5
Czech Republic,CZE,2003,3.513
Czech Republic,CZE,2006,3.58
Czech Republic,CZE,2007,3.61
Czech Republic,CZE,2008,3.625
Czech Republic,CZE,2010,3.585
Czech Republic,CZE,2011,3.624
Czech Republic,CZE,2012,3.663
Czech Republic,CZE,2013,3.677
Democratic Republic of Congo,COD,1960,0.015
Democratic Republic of Congo,COD,1965,0.028
Democratic Republic of Congo,COD,1970,0.035
Democratic Republic of Congo,COD,1975,0.036
Democratic Republic of Congo,COD,1979,0.073
Democratic Republic of Congo,COD,1987,0.075
Democratic Republic of Congo,COD,1990,0.066
Democratic Republic of Congo,COD,1996,0.069
Democratic Republic of Congo,COD,2004,0.107
Democratic Republic of Congo,COD,2009,0.091
Denmark,DNK,1980,1.8
Denmark,DNK,1981,1.8
Denmark,DNK,1982,2
Denmark,DNK,1983,2.1
Denmark,DNK,1984,2.3
Denmark,DNK,1985,2.3
Denmark,DNK,1986,2.3
Denmark,DNK,1987,2.3
Denmark,DNK,1988,2.4
Denmark,DNK,1989,2.5
Denmark,DNK,1990,2.5
Denmark,DNK,1991,2.4
Denmark,DNK,1992,2.6
Denmark,DNK,1993,2.6
Denmark,DNK,1994,2.898
Denmark,DNK,1995,2.903
Denmark,DNK,1996,2.6
Denmark,DNK,1997,2.916
Denmark,DNK,1998,2.8
Denmark,DNK,2001,3.66
Denmark,DNK,2002,2.925
Denmark,DNK,2003,3.001
Denmark,DNK,2004,3.045
Denmark,DNK,2005,3.202
Denmark,DNK,2006,3.163
Denmark,DNK,2007,3.419
Denmark,DNK,2008,3.395
Denmark,DNK,2009,3.403
Denmark,DNK,2010,3.582
Denmark,DNK,2011,3.622
Denmark,DNK,2012,3.652
Denmark,DNK,2013,3.648
Denmark,DNK,2014,3.655
Djibouti,DJI,1960,0.157
Djibouti,DJI,1970,0.284
Djibouti,DJI,1981,0.224
Djibouti,DJI,1984,0.238
Djibouti,DJI,1990,0.162
Djibouti,DJI,1995,0.191
Djibouti,DJI,1996,0.14
Djibouti,DJI,1999,0.131
Djibouti,DJI,2004,0.168
Djibouti,DJI,2005,0.18
Djibouti,DJI,2006,0.234
Djibouti,DJI,2010,0.229
Djibouti,DJI,2014,0.229
Dominica,DMA,1960,0.133
Dominica,DMA,1970,0.161
Dominica,DMA,1984,0.339
Dominica,DMA,1990,0.46
Dominica,DMA,1991,0.528
Dominica,DMA,1995,0.47
Dominica,DMA,1996,0.493
Dominica,DMA,1997,0.537
Dominica,DMA,2001,1.78
Dominican Republic,DOM,1960,0.121
Dominican Republic,DOM,1965,0.588
Dominican Republic,DOM,1975,0.435
Dominican Republic,DOM,1984,0.564
Dominican Republic,DOM,1988,1.074
Dominican Republic,DOM,1990,1.49
Dominican Republic,DOM,1993,1.054
Dominican Republic,DOM,1995,1.5
Dominican Republic,DOM,1997,2.156
Dominican Republic,DOM,2000,1.83
Dominican Republic,DOM,2008,1.078
Dominican Republic,DOM,2011,1.494
Early-demographic dividend,,1990,0.872053782545463
Early-demographic dividend,,2000,0.734469672570034
Early-demographic dividend,,2013,0.900465395545367
East Asia & Pacific,,1990,0.939742851218101
East Asia & Pacific,,2000,1.07930280904711
East Asia & Pacific,,2013,1.56583174254375
East Asia & Pacific (IDA & IBRD),,1990,0.863447400163847
East Asia & Pacific (IDA & IBRD),,2000,0.987094464260447
East Asia & Pacific (IDA & IBRD),,2013,1.43634689689778
East Asia & Pacific (excluding high income),,1990,0.863447400163847
East Asia & Pacific (excluding high income),,2000,0.987081503696754
East Asia & Pacific (excluding high income),,2013,1.46342820857346
Ecuador,ECU,1960,0.396
Ecuador,ECU,1965,0.335
Ecuador,ECU,1970,0.348
Ecuador,ECU,1975,0.351
Ecuador,ECU,1977,0.637
Ecuador,ECU,1984,1.244
Ecuador,ECU,1990,0.958
Ecuador,ECU,1991,1.167
Ecuador,ECU,1992,1.201
Ecuador,ECU,1993,1.109
Ecuador,ECU,1994,1.275
Ecuador,ECU,1995,1.247
Ecuador,ECU,1996,1.317
Ecuador,ECU,1997,1.33
Ecuador,ECU,1998,1.317
Ecuador,ECU,1999,1.377
Ecuador,ECU,2000,1.452
Ecuador,ECU,2001,1.551
Ecuador,ECU,2002,1.575
Ecuador,ECU,2003,1.506
Ecuador,ECU,2009,1.607
Ecuador,ECU,2010,1.687
Ecuador,ECU,2011,1.665
Egypt,EGY,1960,0.391
Egypt,EGY,1965,0.435
Egypt,EGY,1970,0.527
Egypt,EGY,1975,0.536
Egypt,EGY,1980,1.065
Egypt,EGY,1981,1.364
Egypt,EGY,1982,1.365
Egypt,EGY,1986,1.304
Egypt,EGY,1990,0.76
Egypt,EGY,1994,1.84
Egypt,EGY,1996,2.02
Egypt,EGY,1997,1.6
Egypt,EGY,2000,2.118
Egypt,EGY,2003,0.533
Egypt,EGY,2005,2.401
Egypt,EGY,2007,2.604
Egypt,EGY,2009,2.804
Egypt,EGY,2010,2.83
Egypt,EGY,2014,0.814
El Salvador,SLV,1960,0.187
El Salvador,SLV,1970,0.243
El Salvador,SLV,1975,0.242
El Salvador,SLV,1980,0.326
El Salvador,SLV,1981,0.387
El Salvador,SLV,1984,0.352
El Salvador,SLV,1988,0.647
El Salvador,SLV,1990,0.84
El Salvador,SLV,1993,0.66
El Salvador,SLV,1995,0.91
El Salvador,SLV,1997,1.071
El Salvador,SLV,1999,1.258
El Salvador,SLV,2000,1.211
El Salvador,SLV,2002,1.351
El Salvador,SLV,2005,1.741
El Salvador,SLV,2006,1.5
El Salvador,SLV,2008,1.922
El Salvador,SLV,2010,1.596
Equatorial Guinea,GNQ,1960,0.167
Equatorial Guinea,GNQ,1970,0.086
Equatorial Guinea,GNQ,1990,0.281
Equatorial Guinea,GNQ,1995,0.208
Equatorial Guinea,GNQ,1996,0.246
Equatorial Guinea,GNQ,2004,0.252
Eritrea,ERI,1993,0.019
Eritrea,ERI,1996,0.03
Eritrea,ERI,2004,0.053
Estonia,EST,1980,2.938
Estonia,EST,1985,3.35
Estonia,EST,1986,3.408
Estonia,EST,1987,3.484
Estonia,EST,1988,3.485
Estonia,EST,1989,3.49
Estonia,EST,1990,3.504
Estonia,EST,1991,3.536
Estonia,EST,1992,3.264
Estonia,EST,1993,3.207
Estonia,EST,1994,3.2
Estonia,EST,1995,3.191
Estonia,EST,1996,3.148
Estonia,EST,1997,3.114
Estonia,EST,1998,3.11
Estonia,EST,1999,3.206
Estonia,EST,2000,4.373
Estonia,EST,2001,3.16
Estonia,EST,2006,3.33
Estonia,EST,2008,3.409
Estonia,EST,2010,3.242
Estonia,EST,2011,3.292
Estonia,EST,2012,3.28
Estonia,EST,2013,3.277
Estonia,EST,2014,3.316
Estonia,EST,2015,3.43
Ethiopia,ETH,1960,0.009
Ethiopia,ETH,1965,0.014
Ethiopia,ETH,1970,0.012
Ethiopia,ETH,1975,0.012
Ethiopia,ETH,1980,0.011
Ethiopia,ETH,1981,0.011
Ethiopia,ETH,1984,0.013
Ethiopia,ETH,1988,0.031
Ethiopia,ETH,1994,0.029
Ethiopia,ETH,1996,0.025
Ethiopia,ETH,1997,0.023
Ethiopia,ETH,1998,0.021
Ethiopia,ETH,1999,0.02
Ethiopia,ETH,2000,0.021
Ethiopia,ETH,2001,0.028
Ethiopia,ETH,2002,0.029
Ethiopia,ETH,2003,0.027
Ethiopia,ETH,2004,0.027
Ethiopia,ETH,2005,0.032
Ethiopia,ETH,2006,0.027
Ethiopia,ETH,2007,0.022
Ethiopia,ETH,2008,0.025
Ethiopia,ETH,2009,0.025
Ethiopia,ETH,2010,0.022
Euro area,,1990,3.03668895114758
Euro area,,2000,3.68826445082951
Euro area,,2013,3.88745683925799
Europe & Central Asia,,1990,3.0143360151999
Europe & Central Asia,,2000,3.20568347129428
Europe & Central Asia,,2013,3.35927273073677
Europe & Central Asia (IDA & IBRD),,1990,3.21161275940133
Europe & Central Asia (IDA & IBRD),,2000,3.07235245245137
Europe & Central Asia (IDA & IBRD),,2013,2.98595350503245
Europe & Central Asia (excluding high income),,1990,3.33830922173709
Europe & Central Asia (excluding high income),,2000,3.16750029318638
Europe & Central Asia (excluding high income),,2013,3.05000101703977
European Union,,1990,2.66202752074777
European Union,,2000,3.17213698219732
European Union,,2013,3.56340246104826
Fiji,FJI,1960,0.495
Fiji,FJI,1970,0.471
Fiji,FJI,1975,0.476
Fiji,FJI,1980,0.448
Fiji,FJI,1982,0.494
Fiji,FJI,1989,0.358
Fiji,FJI,1992,0.472
Fiji,FJI,1994,0.376
Fiji,FJI,1997,0.476
Fiji,FJI,1998,0.357
Fiji,FJI,1999,0.336
Fiji,FJI,2003,0.465
Fiji,FJI,2008,0.4
Fiji,FJI,2009,0.437
Fiji,FJI,2010,0.426
Fiji,FJI,2015,0.837
Finland,FIN,1990,2
Finland,FIN,1991,2
Finland,FIN,1992,2.1
Finland,FIN,1993,2.1
Finland,FIN,1994,2.2
Finland,FIN,1995,2.2
Finland,FIN,1996,2.3
Finland,FIN,1997,2.4
Finland,FIN,1998,2.4
Finland,FIN,1999,2.5
Finland,FIN,2000,2.6
Finland,FIN,2001,2.6
Finland,FIN,2002,3.162
Finland,FIN,2003,2.6
Finland,FIN,2006,3.3
Finland,FIN,2007,3.319
Finland,FIN,2008,2.735
Finland,FIN,2009,2.881
Finland,FIN,2010,2.986
Finland,FIN,2011,2.982
Finland,FIN,2012,3.063
Finland,FIN,2013,3.139
Finland,FIN,2014,3.196
Fragile and conflict affected situations,,1990,0.195056499404376
Fragile and conflict affected situations,,2000,0.347269593449831
Fragile and conflict affected situations,,2013,0.375649809931123
France,FRA,1970,1.2
France,FRA,1971,1.3
France,FRA,1972,1.3
France,FRA,1973,1.4
France,FRA,1974,1.4
France,FRA,1975,1.5
France,FRA,1976,1.5
France,FRA,1977,1.6
France,FRA,1978,1.7
France,FRA,1979,1.8
France,FRA,1980,1.9
France,FRA,1981,2
France,FRA,1982,2.1
France,FRA,1983,2.1
France,FRA,1984,2.5
France,FRA,1985,2.7
France,FRA,1986,2.8
France,FRA,1987,2.8
France,FRA,1988,2.9
France,FRA,1989,3
France,FRA,1990,3.1
France,FRA,1991,3.067
France,FRA,1996,3.225
France,FRA,2007,3.674
France,FRA,2011,3.16
France,FRA,2012,3.175
France,FRA,2013,3.187
France,FRA,2014,3.215
France,FRA,2015,3.227
France,FRA,2016,3.238
French Polynesia,PYF,1985,1.252
French Polynesia,PYF,2000,1.697
Gabon,GAB,1960,0.117
Gabon,GAB,1970,0.191
Gabon,GAB,1981,0.457
Gabon,GAB,1983,0.433
Gabon,GAB,1985,0.518
Gabon,GAB,1988,0.246
Gabon,GAB,1989,0.494
Gabon,GAB,1991,0.193
Gabon,GAB,1993,0.218
Gabon,GAB,1994,0.262
Gabon,GAB,1995,0.295
Gabon,GAB,2004,0.293
Gabon,GAB,2016,0.406
Gambia,GMB,1960,0.043
Gambia,GMB,1970,0.041
Gambia,GMB,1975,0.04
Gambia,GMB,1985,0.081
Gambia,GMB,1993,0.016
Gambia,GMB,1997,0.035
Gambia,GMB,2003,0.116
Gambia,GMB,2004,0.119
Gambia,GMB,2005,0.115
Gambia,GMB,2006,0.118
Gambia,GMB,2007,0.103
Gambia,GMB,2008,0.11
Gambia,GMB,2010,0.038
Gambia,GMB,2015,0.107
Georgia,GEO,1970,3.2
Georgia,GEO,1971,3.3
Georgia,GEO,1972,3.32
Georgia,GEO,1973,3.4
Georgia,GEO,1974,3.475
Georgia,GEO,1975,3.63
Georgia,GEO,1976,3.72
Georgia,GEO,1977,3.81
Georgia,GEO,1978,3.95
Georgia,GEO,1979,4
Georgia,GEO,1980,4.123
Georgia,GEO,1981,4.212
Georgia,GEO,1982,4.319
Georgia,GEO,1983,4.333
Georgia,GEO,1984,4.471
Georgia,GEO,1985,4.611
Georgia,GEO,1986,4.699
Georgia,GEO,1987,4.808
Georgia,GEO,1988,4.868
Georgia,GEO,1989,4.971
Georgia,GEO,1990,4.926
Georgia,GEO,1991,4.898
Georgia,GEO,1992,4.726
Georgia,GEO,1993,5.003
Georgia,GEO,1994,4.899
Georgia,GEO,1995,4.792
Georgia,GEO,1996,4.457
Georgia,GEO,1997,5.192
Georgia,GEO,1998,5.042
Georgia,GEO,1999,3.768
Georgia,GEO,2000,4.731
Georgia,GEO,2001,4.295
Georgia,GEO,2002,3.907
Georgia,GEO,2003,4.089
Georgia,GEO,2006,4.65
Georgia,GEO,2007,4.538
Georgia,GEO,2008,4.663
Georgia,GEO,2009,4.794
Georgia,GEO,2010,4.289
Georgia,GEO,2011,4.377
Georgia,GEO,2012,4.406
Georgia,GEO,2013,4.477
Georgia,GEO,2014,4.776
Germany,DEU,1991,2.8
Germany,DEU,1992,2.8
Germany,DEU,1993,2.9
Germany,DEU,1994,3
Germany,DEU,1995,3.1
Germany,DEU,1996,3.1
Germany,DEU,1997,3.1
Germany,DEU,1998,3.2
Germany,DEU,1999,3.2
Germany,DEU,2000,3.3
Germany,DEU,2001,3.3
Germany,DEU,2002,3.3
Germany,DEU,2003,3.369
Germany,DEU,2006,3.44
Germany,DEU,2007,3.483
Germany,DEU,2008,3.531
Germany,DEU,2010,3.775
Germany,DEU,2011,3.87
Germany,DEU,2012,3.944
Germany,DEU,2013,4.039
Germany,DEU,2014,4.125
Germany,DEU,2015,4.191
Ghana,GHA,1960,0.047
Ghana,GHA,1965,0.073
Ghana,GHA,1970,0.078
Ghana,GHA,1975,0.078
Ghana,GHA,1984,0.067
Ghana,GHA,1987,0.049
Ghana,GHA,1989,0.043
Ghana,GHA,1996,0.062
Ghana,GHA,2002,0.09
Ghana,GHA,2004,0.155
Ghana,GHA,2007,0.074
Ghana,GHA,2008,0.112
Ghana,GHA,2009,0.086
Ghana,GHA,2010,0.096
Greece,GRC,1960,1.3
Greece,GRC,1961,1.2
Greece,GRC,1962,1.3
Greece,GRC,1963,1.3
Greece,GRC,1964,1.4
Greece,GRC,1965,1.4
Greece,GRC,1966,1.4
Greece,GRC,1967,1.5
Greece,GRC,1968,1.5
Greece,GRC,1969,1.6
Greece,GRC,1970,1.6
Greece,GRC,1971,1.7
Greece,GRC,1972,1.7
Greece,GRC,1973,1.9
Greece,GRC,1974,2
Greece,GRC,1975,2
Greece,GRC,1976,2.1
Greece,GRC,1977,2.2
Greece,GRC,1978,2.3
Greece,GRC,1979,2.3
Greece,GRC,1980,2.4
Greece,GRC,1981,2.5
Greece,GRC,1982,2.6
Greece,GRC,1983,2.8
Greece,GRC,1984,2.9
Greece,GRC,1985,2.9
Greece,GRC,1986,3.1
Greece,GRC,1987,3.3
Greece,GRC,1988,3.2
Greece,GRC,1989,3.3
Greece,GRC,1990,3.4
Greece,GRC,1991,3.6
Greece,GRC,1992,3.7
Greece,GRC,1993,3.8
Greece,GRC,1994,3.8
Greece,GRC,1995,3.9
Greece,GRC,1996,3.9
Greece,GRC,1997,4
Greece,GRC,1998,4.1
Greece,GRC,1999,4.2
Greece,GRC,2000,4.3
Greece,GRC,2001,4.38
Greece,GRC,2005,5
Greece,GRC,2006,5.35
Greece,GRC,2008,6.043
Greece,GRC,2010,6.197
Greece,GRC,2011,6.226
Greece,GRC,2012,6.23
Greece,GRC,2013,6.231
Greece,GRC,2014,6.255
Greenland,GRL,1960,1.169
Greenland,GRL,1970,0.905
Greenland,GRL,1980,1.135
Grenada,GRD,1960,0.222
Grenada,GRD,1970,0.346
Grenada,GRD,1984,0.49
Grenada,GRD,1988,0.553
Grenada,GRD,1990,0.5
Grenada,GRD,1993,0.578
Grenada,GRD,1995,0.65
Grenada,GRD,1997,0.405
Grenada,GRD,1999,0.582
Grenada,GRD,2000,0.571
Grenada,GRD,2001,0.569
Grenada,GRD,2002,0.568
Grenada,GRD,2003,0.567
Grenada,GRD,2006,0.668
Guam,GUM,1986,1.187
Guam,GUM,1999,1.084
Guatemala,GTM,1960,0.184
Guatemala,GTM,1965,0.271
Guatemala,GTM,1970,0.274
Guatemala,GTM,1984,0.47
Guatemala,GTM,1988,0.26
Guatemala,GTM,1990,0.78
Guatemala,GTM,1993,0.25
Guatemala,GTM,1995,1.1
Guatemala,GTM,1997,0.933
Guatemala,GTM,1999,0.873
Guatemala,GTM,2009,0.897
Guinea,GIN,1960,0.036
Guinea,GIN,1965,0.022
Guinea,GIN,1970,0.02
Guinea,GIN,1981,0.022
Guinea,GIN,1982,0.022
Guinea,GIN,1985,0.026
Guinea,GIN,1990,0.134
Guinea,GIN,1994,0.152
Guinea,GIN,1995,0.13
Guinea,GIN,2000,0.087
Guinea,GIN,2004,0.104
Guinea,GIN,2005,0.097
Guinea,GIN,2010,0.1
Guinea,GIN,2016,0.075
Guinea-Bissau,GNB,1960,0.045
Guinea-Bissau,GNB,1970,0.052
Guinea-Bissau,GNB,1980,0.141
Guinea-Bissau,GNB,1985,0.144
Guinea-Bissau,GNB,1994,0.177
Guinea-Bissau,GNB,1996,0.166
Guinea-Bissau,GNB,2004,0.131
Guinea-Bissau,GNB,2008,0.05
Guinea-Bissau,GNB,2009,0.078
Guinea-Bissau,GNB,2010,0.045
Guyana,GUY,1960,0.255
Guyana,GUY,1970,0.235
Guyana,GUY,1975,0.249
Guyana,GUY,1984,0.165
Guyana,GUY,1985,0.168
Guyana,GUY,1990,0.17
Guyana,GUY,1993,0.112
Guyana,GUY,1995,0.33
Guyana,GUY,1997,0.181
Guyana,GUY,2000,0.493
Guyana,GUY,2009,0.214
Guyana,GUY,2010,0.214
Haiti,HTI,1960,0.105
Haiti,HTI,1965,0.07
Haiti,HTI,1970,0.08
Haiti,HTI,1975,0.081
Haiti,HTI,1981,0.11
Haiti,HTI,1984,0.141
Haiti,HTI,1985,0.137
Haiti,HTI,1988,0.143
Haiti,HTI,1990,0.08
Haiti,HTI,1992,0.084
Haiti,HTI,1993,0.092
Haiti,HTI,1995,0.16
Haiti,HTI,1998,0.236
Heavily indebted poor countries (HIPC),,1990,0.0873818042616126
Heavily indebted poor countries (HIPC),,2000,0.113953949825394
Heavily indebted poor countries (HIPC),,2013,0.10246694831485
High income,,1990,2.13591797612238
High income,,2000,2.64889583556554
High income,,2013,3.00789807331879
Honduras,HND,1960,0.081
Honduras,HND,1965,0.19
Honduras,HND,1970,0.269
Honduras,HND,1975,0.269
Honduras,HND,1979,0.331
Honduras,HND,1981,0.332
Honduras,HND,1984,0.691
Honduras,HND,1988,0.829
Honduras,HND,1990,0.7
Honduras,HND,1991,0.411
Honduras,HND,1995,0.65
Honduras,HND,1997,0.832
Honduras,HND,2000,0.589
Honduras,HND,2005,0.39
Hong Kong,HKG,1960,0.327
Hong Kong,HKG,1965,0.396
Hong Kong,HKG,1970,0.663
Hong Kong,HKG,1975,0.672
Hong Kong,HKG,1980,0.826
Hong Kong,HKG,1986,0.932
Hong Kong,HKG,1993,1.204
Hong Kong,HKG,1994,1.271
Hong Kong,HKG,1995,1.319
Hungary,HUN,1960,1.5
Hungary,HUN,1961,1.6
Hungary,HUN,1962,1.7
Hungary,HUN,1963,1.7
Hungary,HUN,1964,1.8
Hungary,HUN,1965,1.9
Hungary,HUN,1966,1.9
Hungary,HUN,1967,2
Hungary,HUN,1968,1.9
Hungary,HUN,1969,2
Hungary,HUN,1970,2
Hungary,HUN,1971,2.1
Hungary,HUN,1972,2.1
Hungary,HUN,1973,2.2
Hungary,HUN,1974,2.2
Hungary,HUN,1975,2.2
Hungary,HUN,1976,2.3
Hungary,HUN,1977,2.3
Hungary,HUN,1978,2.4
Hungary,HUN,1979,2.5
Hungary,HUN,1980,2.3
Hungary,HUN,1981,2.3
Hungary,HUN,1982,2.4
Hungary,HUN,1983,2.4
Hungary,HUN,1984,2.5
Hungary,HUN,1985,2.5
Hungary,HUN,1986,2.6
Hungary,HUN,1987,2.7
Hungary,HUN,1988,2.7
Hungary,HUN,1989,2.7
Hungary,HUN,1990,3.166
Hungary,HUN,1991,3.265
Hungary,HUN,1992,3.333
Hungary,HUN,1993,3.29
Hungary,HUN,1994,3.342
Hungary,HUN,1995,3.346
Hungary,HUN,1996,3.389
Hungary,HUN,1997,3.441
Hungary,HUN,1998,3.515
Hungary,HUN,1999,3.549
Hungary,HUN,2002,3.668
Hungary,HUN,2003,3.771
Hungary,HUN,2004,3.843
Hungary,HUN,2005,3.225
Hungary,HUN,2006,3.5
Hungary,HUN,2007,3.2
Hungary,HUN,2008,3.591
Hungary,HUN,2009,3.507
Hungary,HUN,2010,2.864
Hungary,HUN,2011,2.953
Hungary,HUN,2012,3.077
Hungary,HUN,2013,3.199
Hungary,HUN,2014,3.316
Hungary,HUN,2015,3.093
IBRD only,,1990,1.24067690661013
IBRD only,,2000,1.16779702269271
IBRD only,,2013,1.42966173067601
IDA & IBRD total,,1990,1.07324607756495
IDA & IBRD total,,2000,1.0158028716722
IDA & IBRD total,,2013,1.1858567777851
IDA blend,,1990,0.569684355469717
IDA blend,,2000,0.648100901250351
IDA blend,,2013,0.72831742876095
IDA only,,1990,0.174330737753775
IDA only,,2000,0.22209375122127
IDA only,,2013,0.26797042679779
IDA total,,1990,0.3193567728335
IDA total,,2000,0.379504131796841
IDA total,,2013,0.425345441718156
Iceland,ISL,1960,1.2
Iceland,ISL,1961,1.2
Iceland,ISL,1962,1.2
Iceland,ISL,1963,1.2
Iceland,ISL,1964,1.2
Iceland,ISL,1965,1.2
Iceland,ISL,1966,1.2
Iceland,ISL,1967,1.2
Iceland,ISL,1968,1.3
Iceland,ISL,1969,1.3
Iceland,ISL,1970,1.4
Iceland,ISL,1971,1.5
Iceland,ISL,1972,1.6
Iceland,ISL,1973,1.6
Iceland,ISL,1974,1.7
Iceland,ISL,1975,1.8
Iceland,ISL,1976,1.9
Iceland,ISL,1977,1.9
Iceland,ISL,1978,2
Iceland,ISL,1979,2
Iceland,ISL,1980,2.1
