Date,Country,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-03-29,MY,Total,-81.0,-58.0,-68.0,-83.0,-52.0,31.0
2020-03-29,AR,Total,-86.0,-61.0,-89.0,-80.0,-57.0,27.0
2020-03-29,AR,Buenos Aires,-90.0,-48.0,-91.0,-82.0,-69.0,31.0
2020-03-29,AR,Buenos Aires Province,-88.0,-60.0,-91.0,-79.0,-60.0,26.0
2020-03-29,AR,Catamarca Province,-71.0,-46.0,-78.0,-81.0,-35.0,29.0
2020-03-29,AR,Chaco Province,-79.0,-63.0,-83.0,-92.0,-48.0,24.0
2020-03-29,AR,Chubut Province,-92.0,-91.0,-94.0,-93.0,-62.0,28.0
2020-03-29,AR,Cordoba,-88.0,-66.0,-90.0,-91.0,-57.0,30.0
2020-03-29,AR,Corrientes,-80.0,-63.0,-88.0,-89.0,-47.0,25.0
2020-03-29,AR,Entre Rios,-87.0,-65.0,-93.0,-90.0,-54.0,29.0
2020-03-29,AR,Formosa Province,-76.0,-53.0,-82.0,-71.0,-37.0,21.0
2020-03-29,AR,Jujuy,-80.0,-55.0,-83.0,-92.0,-44.0,27.0
2020-03-29,AR,La Pampa,-88.0,-72.0,-88.0,-87.0,-56.0,28.0
2020-03-29,AR,La Rioja Province,-70.0,-46.0,-84.0,-86.0,-40.0,26.0
2020-03-29,AR,Mendoza Province,-81.0,-56.0,-84.0,-72.0,-49.0,29.0
2020-03-29,AR,Misiones Province,-83.0,-66.0,-85.0,-92.0,-51.0,27.0
2020-03-29,AR,Neuquen,-96.0,-95.0,-95.0,-92.0,-72.0,33.0
2020-03-29,AR,Río Negro,-90.0,-72.0,-92.0,-96.0,-55.0,29.0
2020-03-29,AR,Salta Province,-82.0,-55.0,-84.0,-76.0,-47.0,26.0
2020-03-29,AR,San Juan Province,-76.0,-50.0,-80.0,-87.0,-46.0,28.0
2020-03-29,AR,San Luis Province,-85.0,-60.0,-89.0,-91.0,-56.0,29.0
2020-03-29,AR,Santa Cruz Province,-83.0,-62.0,-88.0,-91.0,-56.0,24.0
2020-03-29,AR,Santa Fe Province,-87.0,-63.0,-89.0,-77.0,-57.0,29.0
2020-03-29,AR,Santiago del Estero Province,-75.0,-49.0,-75.0,-90.0,-46.0,25.0
2020-03-29,AR,Tierra del Fuego Province,-87.0,-63.0,-89.0,-92.0,-59.0,24.0
2020-03-29,AR,Tucumán,-81.0,-53.0,-78.0,-90.0,-51.0,28.0
2020-03-29,QA,Total,-51.0,-25.0,-34.0,-52.0,-31.0,22.0
2020-03-29,DE,Total,-77.0,-51.0,-49.0,-68.0,-39.0,11.0
2020-03-29,DE,Baden-Württemberg,-79.0,-49.0,-55.0,-71.0,-43.0,12.0
2020-03-29,DE,Bavaria,-80.0,-49.0,-50.0,-73.0,-43.0,12.0
2020-03-29,DE,Berlin,-83.0,-55.0,-63.0,-70.0,-44.0,12.0
2020-03-29,DE,Brandenburg,-75.0,-52.0,-53.0,-63.0,-31.0,9.0
2020-03-29,DE,Bremen,-79.0,-54.0,-22.0,-74.0,-40.0,10.0
2020-03-29,DE,Hamburg,-80.0,-50.0,-34.0,-72.0,-42.0,12.0
2020-03-29,DE,Hesse,-74.0,-40.0,-26.0,-72.0,-41.0,10.0
2020-03-29,DE,Lower Saxony,-76.0,-52.0,-42.0,-64.0,-36.0,10.0
2020-03-29,DE,Mecklenburg-Vorpommern,-74.0,-48.0,-50.0,-64.0,-32.0,8.0
2020-03-29,DE,North Rhine-Westphalia,-77.0,-51.0,-50.0,-70.0,-38.0,11.0
2020-03-29,DE,Rhineland-Palatinate,-74.0,-40.0,-38.0,-71.0,-39.0,10.0
2020-03-29,DE,Saarland,-77.0,-56.0,-29.0,-71.0,-39.0,10.0
2020-03-29,DE,Saxony,-78.0,-51.0,-50.0,-66.0,-34.0,10.0
2020-03-29,DE,Saxony-Anhalt,-74.0,-48.0,-56.0,-65.0,-27.0,8.0
2020-03-29,DE,Schleswig-Holstein,-70.0,-53.0,-27.0,-58.0,-36.0,10.0
2020-03-29,DE,Thuringia,-75.0,-44.0,-50.0,-63.0,-32.0,8.0
2020-03-29,HN,Total,-81.0,-64.0,-59.0,-74.0,-46.0,20.0
2020-03-29,DO,Total,-80.0,-63.0,-73.0,-84.0,-56.0,23.0
2020-03-29,KE,Total,-45.0,-33.0,-20.0,-39.0,-22.0,17.0
2020-03-29,AU,Total,-45.0,-19.0,-35.0,-58.0,-33.0,13.0
2020-03-29,AU,Australian Capital Territory,-40.0,-3.0,38.0,-52.0,-31.0,11.0
2020-03-29,AU,New South Wales,-44.0,-13.0,-27.0,-57.0,-35.0,14.0
2020-03-29,AU,Northern Territory,-35.0,-13.0,-20.0,-55.0,-23.0,12.0
2020-03-29,AU,Queensland,-40.0,-19.0,-33.0,-57.0,-30.0,12.0
2020-03-29,AU,South Australia,-43.0,-15.0,-33.0,-55.0,-28.0,12.0
2020-03-29,AU,Tasmania,-50.0,-30.0,-70.0,-62.0,-28.0,13.0
2020-03-29,AU,Victoria,-51.0,-26.0,-55.0,-68.0,-37.0,16.0
2020-03-29,AU,Western Australia,-40.0,-16.0,-37.0,-55.0,-26.0,13.0
2020-03-29,PR,Total,-77.0,-51.0,-75.0,-79.0,-48.0,21.0
2020-03-29,MT,Total,-76.0,-38.0,-45.0,-57.0,-49.0,19.0
2020-03-29,GE,Total,-67.0,-36.0,-24.0,-53.0,-38.0,12.0
2020-03-29,MU,Total,-89.0,-86.0,-88.0,-89.0,-69.0,24.0
2020-03-29,MU,Flacq District,-92.0,-89.0,-88.0,,-72.0,8.0
2020-03-29,MU,Grand Port District,-94.0,-90.0,-90.0,-94.0,-70.0,8.0
2020-03-29,MU,Moka District,-97.0,-76.0,,-74.0,-65.0,8.0
2020-03-29,MU,Pamplemousses District,-81.0,-82.0,-91.0,-81.0,-67.0,7.0
2020-03-29,MU,Plaines Wilhems District,-91.0,-88.0,,-92.0,-71.0,37.0
2020-03-29,MU,Port Louis District,-88.0,-89.0,-85.0,-87.0,-65.0,6.0
2020-03-29,MU,Rivière Noire District,-92.0,-88.0,-91.0,-82.0,-73.0,8.0
2020-03-29,MU,Rivière du Rempart District,-93.0,-93.0,-100.0,,-67.0,8.0
2020-03-29,MU,Rodrigues District,,,-55.0,,-62.0,
2020-03-29,MU,Savanne District,-91.0,-83.0,-28.0,,-69.0,
2020-03-29,AT,Total,-87.0,-64.0,-43.0,-71.0,-51.0,14.0
2020-03-29,AT,Burgenland,-83.0,-36.0,19.0,-43.0,-49.0,16.0
2020-03-29,AT,Carinthia,-85.0,-62.0,-45.0,-59.0,-48.0,13.0
2020-03-29,AT,Lower Austria,-82.0,-36.0,8.0,-74.0,-45.0,13.0
2020-03-29,AT,Salzburg,-93.0,-86.0,-73.0,-81.0,-59.0,15.0
2020-03-29,AT,Styria,-86.0,-61.0,-42.0,-71.0,-47.0,13.0
2020-03-29,AT,Tyrol,-95.0,-86.0,-82.0,-85.0,-65.0,16.0
2020-03-29,AT,Upper Austria,-86.0,-44.0,-19.0,-67.0,-47.0,13.0
2020-03-29,AT,Vienna,-85.0,-52.0,-44.0,-71.0,-52.0,15.0
2020-03-29,AT,Vorarlberg,-90.0,-70.0,-68.0,-79.0,-54.0,14.0
2020-03-29,LA,Total,-45.0,-23.0,-18.0,-47.0,-9.0,11.0
2020-03-29,JP,Total,-26.0,-7.0,-25.0,-41.0,-9.0,7.0
2020-03-29,JP,Aichi,-14.0,1.0,-11.0,-35.0,-5.0,6.0
2020-03-29,JP,Akita,-1.0,5.0,19.0,-20.0,0.0,3.0
2020-03-29,JP,Aomori,-11.0,1.0,11.0,-20.0,0.0,3.0
2020-03-29,JP,Chiba,-43.0,-21.0,-61.0,-53.0,-15.0,11.0
2020-03-29,JP,Ehime,-5.0,5.0,29.0,-12.0,0.0,3.0
2020-03-29,JP,Fukui,-13.0,5.0,-18.0,-19.0,-2.0,6.0
2020-03-29,JP,Fukuoka,-13.0,6.0,34.0,-34.0,-3.0,4.0
2020-03-29,JP,Fukushima,-21.0,-7.0,-51.0,-35.0,-4.0,7.0
2020-03-29,JP,Gifu,-14.0,3.0,-25.0,-32.0,-4.0,6.0
2020-03-29,JP,Gunma,-33.0,-15.0,-55.0,-49.0,-8.0,9.0
2020-03-29,JP,Hiroshima,-7.0,7.0,15.0,-24.0,-1.0,3.0
2020-03-29,JP,Hokkaido,-7.0,3.0,-2.0,-27.0,-5.0,3.0
2020-03-29,JP,Hyogo,-12.0,5.0,-10.0,-31.0,-4.0,5.0
2020-03-29,JP,Ibaraki,-31.0,-16.0,-60.0,-51.0,-10.0,10.0
2020-03-29,JP,Ishikawa,-8.0,8.0,-23.0,-30.0,-1.0,4.0
2020-03-29,JP,Iwate,-5.0,5.0,6.0,-19.0,1.0,3.0
2020-03-29,JP,Kagawa,-7.0,4.0,19.0,-22.0,-1.0,3.0
2020-03-29,JP,Kagoshima,-5.0,4.0,16.0,-15.0,4.0,2.0
2020-03-29,JP,Kanagawa,-55.0,-31.0,-66.0,-55.0,-23.0,13.0
2020-03-29,JP,Kochi,-3.0,3.0,23.0,-7.0,0.0,2.0
2020-03-29,JP,Kumamoto,-13.0,4.0,36.0,-14.0,-1.0,4.0
2020-03-29,JP,Kyoto,-10.0,7.0,12.0,-32.0,-3.0,4.0
2020-03-29,JP,Mie,-9.0,4.0,-20.0,-33.0,-1.0,5.0
2020-03-29,JP,Miyagi,-14.0,0.0,-37.0,-35.0,-2.0,5.0
2020-03-29,JP,Miyazaki,-7.0,7.0,4.0,-15.0,2.0,3.0
2020-03-29,JP,Nagano,-31.0,-11.0,-56.0,-44.0,-4.0,8.0
2020-03-29,JP,Nagasaki,-3.0,8.0,30.0,-12.0,3.0,2.0
2020-03-29,JP,Nara,-7.0,11.0,10.0,-27.0,-5.0,4.0
2020-03-29,JP,Niigata,-11.0,3.0,-22.0,-35.0,-3.0,5.0
2020-03-29,JP,Oita,-8.0,5.0,22.0,-17.0,-1.0,3.0
2020-03-29,JP,Okayama,-7.0,7.0,17.0,-18.0,0.0,3.0
2020-03-29,JP,Okinawa,-9.0,0.0,-14.0,-27.0,1.0,3.0
2020-03-29,JP,Osaka,-21.0,3.0,-8.0,-39.0,-7.0,6.0
2020-03-29,JP,Saga,-4.0,6.0,48.0,-19.0,0.0,3.0
2020-03-29,JP,Saitama,-51.0,-28.0,-61.0,-53.0,-20.0,12.0
2020-03-29,JP,Shiga,-6.0,7.0,-8.0,-25.0,-2.0,4.0
2020-03-29,JP,Shimane,1.0,6.0,45.0,4.0,5.0,1.0
2020-03-29,JP,Shizuoka,-17.0,-4.0,-47.0,-38.0,-6.0,7.0
2020-03-29,JP,Tochigi,-33.0,-16.0,-61.0,-46.0,-9.0,10.0
2020-03-29,JP,Tokushima,-4.0,3.0,27.0,-13.0,0.0,3.0
2020-03-29,JP,Tokyo,-63.0,-32.0,-66.0,-59.0,-27.0,14.0
2020-03-29,JP,Tottori,1.0,9.0,15.0,-13.0,2.0,2.0
2020-03-29,JP,Toyama,-6.0,7.0,-19.0,-26.0,0.0,4.0
2020-03-29,JP,Wakayama,-6.0,8.0,16.0,-21.0,-2.0,4.0
2020-03-29,JP,Yamagata,-3.0,6.0,-12.0,-27.0,-1.0,3.0
2020-03-29,JP,Yamaguchi,-4.0,9.0,49.0,-6.0,1.0,3.0
2020-03-29,JP,Yamanashi,-29.0,-13.0,-56.0,-51.0,-9.0,8.0
2020-03-29,LK,Total,-86.0,-87.0,-57.0,-78.0,-50.0,32.0
2020-03-29,PY,Total,-68.0,-52.0,-71.0,-76.0,-30.0,23.0
2020-03-29,TW,Total,-9.0,3.0,17.0,-24.0,-1.0,4.0
2020-03-29,CA,Total,-59.0,-35.0,-16.0,-66.0,-44.0,14.0
2020-03-29,CA,Alberta,-55.0,-29.0,-23.0,-63.0,-41.0,13.0
2020-03-29,CA,British Columbia,-54.0,-28.0,27.0,-59.0,-47.0,13.0
2020-03-29,CA,Manitoba,-49.0,-21.0,-9.0,-56.0,-36.0,11.0
2020-03-29,CA,New Brunswick,-42.0,-20.0,101.0,-47.0,-35.0,8.0
2020-03-29,CA,Newfoundland and Labrador,-54.0,-38.0,-18.0,-60.0,-35.0,9.0
2020-03-29,CA,Northwest Territories,-59.0,-44.0,,-59.0,-32.0,
2020-03-29,CA,Nova Scotia,-33.0,-7.0,95.0,-45.0,-32.0,5.0
2020-03-29,CA,Nunavut,-47.0,,,,-32.0,
2020-03-29,CA,Ontario,-59.0,-33.0,-14.0,-66.0,-46.0,14.0
2020-03-29,CA,Prince Edward Island,-43.0,-19.0,-51.0,,-34.0,25.0
2020-03-29,CA,Quebec,-70.0,-44.0,-68.0,-75.0,-45.0,15.0
2020-03-29,CA,Saskatchewan,-53.0,-24.0,45.0,-52.0,-37.0,11.0
2020-03-29,CA,Yukon,-43.0,-28.0,,,-31.0,
2020-03-29,IQ,Total,-64.0,-42.0,-48.0,-61.0,-55.0,21.0
2020-03-29,PT,Total,-83.0,-59.0,-80.0,-78.0,-53.0,22.0
2020-03-29,PT,Aveiro District,-83.0,-61.0,-84.0,-83.0,-53.0,24.0
2020-03-29,PT,Azores,-83.0,-56.0,-66.0,-87.0,-47.0,18.0
2020-03-29,PT,Beja District,-83.0,-59.0,-60.0,,-40.0,24.0
2020-03-29,PT,Braga,-83.0,-60.0,-82.0,-76.0,-52.0,24.0
2020-03-29,PT,Bragança District,-85.0,-66.0,-57.0,-78.0,-52.0,18.0
2020-03-29,PT,Castelo Branco District,-81.0,-61.0,-65.0,-76.0,-48.0,31.0
2020-03-29,PT,Coimbra District,-83.0,-61.0,-80.0,-77.0,-48.0,23.0
2020-03-29,PT,Faro District,-83.0,-60.0,-78.0,-82.0,-54.0,21.0
2020-03-29,PT,Guarda District,-86.0,-64.0,-75.0,-68.0,-46.0,28.0
2020-03-29,PT,Leiria District,-85.0,-62.0,-85.0,-81.0,-50.0,23.0
2020-03-29,PT,Lisbon,-84.0,-58.0,-82.0,-79.0,-56.0,22.0
2020-03-29,PT,Madeira,-89.0,-63.0,-86.0,-77.0,-60.0,27.0
2020-03-29,PT,Portalegre District,-85.0,-63.0,-70.0,,-42.0,24.0
2020-03-29,PT,Porto District,-84.0,-59.0,-82.0,-79.0,-54.0,23.0
2020-03-29,PT,Santarém District,-83.0,-59.0,-77.0,-81.0,-46.0,20.0
2020-03-29,PT,Setubal,-82.0,-56.0,-78.0,-74.0,-54.0,20.0
2020-03-29,PT,Viana do Castelo District,-85.0,-68.0,-76.0,-76.0,-51.0,26.0
2020-03-29,PT,Vila Real District,-86.0,-64.0,-71.0,-72.0,-52.0,33.0
2020-03-29,PT,Viseu District,-82.0,-60.0,-65.0,-61.0,-48.0,22.0
2020-03-29,PT,Évora District,-83.0,-59.0,-78.0,-77.0,-48.0,29.0
2020-03-29,GB,Total,-85.0,-46.0,-52.0,-75.0,-55.0,15.0
2020-03-29,GB,Aberdeen City,-86.0,-41.0,-46.0,-73.0,-58.0,30.0
2020-03-29,GB,Aberdeenshire,-80.0,-46.0,-45.0,-58.0,-52.0,27.0
2020-03-29,GB,Angus council,-80.0,-44.0,-28.0,-51.0,-48.0,20.0
2020-03-29,GB,Antrim And Newtownabbey,-81.0,-46.0,-61.0,-89.0,-52.0,29.0
2020-03-29,GB,Ards And North Down,-78.0,-39.0,-57.0,-57.0,-56.0,28.0
2020-03-29,GB,Argyll and Bute Council,-88.0,-45.0,-34.0,-57.0,-52.0,8.0
2020-03-29,GB,Armagh City and Banbridge And Craigavon,-82.0,-45.0,-66.0,-65.0,-47.0,27.0
2020-03-29,GB,Bath and North East Somerset,-91.0,-48.0,-54.0,-75.0,-66.0,30.0
2020-03-29,GB,Bedford,-86.0,-47.0,-51.0,-72.0,-49.0,28.0
2020-03-29,GB,Belfast,-85.0,-42.0,-47.0,-76.0,-59.0,17.0
2020-03-29,GB,Blackburn with Darwen,-85.0,-42.0,,-71.0,-50.0,25.0
2020-03-29,GB,Blackpool,-88.0,-43.0,-64.0,-65.0,-54.0,22.0
2020-03-29,GB,Blaenau Gwent,-75.0,-46.0,,-57.0,-46.0,12.0
2020-03-29,GB,Borough of Halton,-78.0,-43.0,-46.0,-60.0,-48.0,25.0
2020-03-29,GB,Bracknell Forest,-83.0,-41.0,-56.0,-69.0,-58.0,31.0
2020-03-29,GB,Bridgend County Borough,-85.0,-43.0,-48.0,-59.0,-50.0,25.0
2020-03-29,GB,Brighton and Hove,-89.0,-48.0,-59.0,-77.0,-64.0,30.0
2020-03-29,GB,Buckinghamshire,-85.0,-45.0,-43.0,-74.0,-57.0,16.0
2020-03-29,GB,Caerphilly County Borough,-78.0,-41.0,-52.0,-54.0,-47.0,25.0
2020-03-29,GB,Cambridgeshire,-87.0,-48.0,-51.0,-79.0,-54.0,16.0
2020-03-29,GB,Cardiff,-86.0,-45.0,-48.0,-79.0,-59.0,17.0
2020-03-29,GB,Carmarthenshire,-81.0,-46.0,-57.0,-60.0,-49.0,24.0
2020-03-29,GB,Causeway Coast and Glens,-87.0,-41.0,-66.0,-64.0,-55.0,26.0
2020-03-29,GB,Central Bedfordshire,-82.0,-45.0,-41.0,-74.0,-54.0,20.0
2020-03-29,GB,Ceredigion,-84.0,-54.0,-60.0,-69.0,-57.0,6.0
2020-03-29,GB,Cheshire East,-84.0,-47.0,-63.0,-75.0,-53.0,15.0
2020-03-29,GB,Cheshire West and Chester,-88.0,-47.0,-58.0,-77.0,-55.0,15.0
2020-03-29,GB,City of Bristol,-87.0,-47.0,-25.0,-81.0,-57.0,18.0
2020-03-29,GB,Clackmannanshire,-89.0,-39.0,,-53.0,-49.0,6.0
2020-03-29,GB,Conwy Principal Area,-86.0,-48.0,-70.0,-63.0,-58.0,22.0
2020-03-29,GB,Cornwall,-85.0,-53.0,-54.0,-66.0,-56.0,14.0
2020-03-29,GB,County Durham,-83.0,-42.0,-56.0,-68.0,-55.0,14.0
2020-03-29,GB,Cumbria,-84.0,-50.0,-54.0,-73.0,-58.0,15.0
2020-03-29,GB,Darlington,-86.0,-47.0,-57.0,-75.0,-51.0,26.0
2020-03-29,GB,Denbighshire,-84.0,-43.0,-59.0,-70.0,-52.0,14.0
2020-03-29,GB,Derby,-85.0,-46.0,-55.0,-81.0,-55.0,19.0
2020-03-29,GB,Derbyshire,-86.0,-43.0,-55.0,-66.0,-55.0,15.0
2020-03-29,GB,Derry And Strabane,-80.0,-39.0,-63.0,-60.0,-54.0,25.0
2020-03-29,GB,Devon,-87.0,-51.0,-54.0,-73.0,-54.0,15.0
2020-03-29,GB,Dorset,-87.0,-47.0,-57.0,-70.0,-57.0,15.0
2020-03-29,GB,Dumfries and Galloway,-80.0,-42.0,-48.0,-75.0,-49.0,22.0
2020-03-29,GB,Dundee City Council,-83.0,-52.0,-10.0,-71.0,-56.0,26.0
2020-03-29,GB,East Ayrshire Council,-83.0,-39.0,,-55.0,-51.0,26.0
2020-03-29,GB,East Dunbartonshire Council,-75.0,-35.0,,-54.0,-56.0,19.0
2020-03-29,GB,East Lothian Council,-81.0,-37.0,-34.0,-57.0,-56.0,17.0
2020-03-29,GB,East Renfrewshire Council,-63.0,-29.0,-54.0,-51.0,-56.0,19.0
2020-03-29,GB,East Riding of Yorkshire,-85.0,-45.0,-61.0,-51.0,-52.0,14.0
2020-03-29,GB,East Sussex,-87.0,-46.0,-60.0,-68.0,-57.0,14.0
2020-03-29,GB,Edinburgh,-86.0,-44.0,-42.0,-83.0,-67.0,18.0
2020-03-29,GB,Essex,-84.0,-49.0,-58.0,-85.0,-56.0,16.0
2020-03-29,GB,Falkirk,-78.0,-38.0,-26.0,-56.0,-47.0,27.0
2020-03-29,GB,Fermanagh And Omagh,-86.0,-47.0,-55.0,-54.0,-52.0,27.0
2020-03-29,GB,Fife,-79.0,-38.0,-32.0,-56.0,-51.0,14.0
2020-03-29,GB,Flintshire,-80.0,-44.0,-48.0,-60.0,-54.0,26.0
2020-03-29,GB,Glasgow City,-84.0,-44.0,-37.0,-81.0,-60.0,16.0
2020-03-29,GB,Gloucestershire,-86.0,-48.0,-49.0,-73.0,-55.0,15.0
2020-03-29,GB,Greater London,-87.0,-48.0,-59.0,-80.0,-62.0,19.0
2020-03-29,GB,Greater Manchester,-84.0,-46.0,-44.0,-80.0,-54.0,16.0
2020-03-29,GB,Gwynedd,-87.0,-55.0,-62.0,-65.0,-56.0,18.0
2020-03-29,GB,Hampshire,-85.0,-45.0,-48.0,-74.0,-54.0,15.0
2020-03-29,GB,Hartlepool,-86.0,-44.0,-64.0,-70.0,-51.0,19.0
2020-03-29,GB,Herefordshire,-86.0,-50.0,-42.0,-64.0,-46.0,24.0
2020-03-29,GB,Hertfordshire,-85.0,-47.0,-46.0,-73.0,-56.0,16.0
2020-03-29,GB,Highland Council,-83.0,-47.0,-48.0,-70.0,-53.0,24.0
2020-03-29,GB,Inverclyde,-83.0,-37.0,,-58.0,-52.0,15.0
2020-03-29,GB,Isle of Anglesey,-84.0,-48.0,-65.0,-63.0,-46.0,7.0
2020-03-29,GB,Isle of Wight,-88.0,-47.0,-57.0,-76.0,-54.0,22.0
2020-03-29,GB,Kent,-86.0,-49.0,-62.0,-68.0,-53.0,15.0
2020-03-29,GB,Kingston upon Hull,-82.0,-45.0,-49.0,-71.0,-51.0,14.0
2020-03-29,GB,Lancashire,-84.0,-44.0,-39.0,-71.0,-52.0,14.0
2020-03-29,GB,Leicester,-84.0,-47.0,-45.0,-80.0,-51.0,15.0
2020-03-29,GB,Leicestershire,-83.0,-45.0,-54.0,-72.0,-55.0,15.0
2020-03-29,GB,Lincolnshire,-84.0,-45.0,-63.0,-67.0,-47.0,13.0
2020-03-29,GB,Lisburn and Castlereagh,-87.0,-45.0,-79.0,-61.0,-56.0,30.0
2020-03-29,GB,Luton,-79.0,-39.0,-41.0,-90.0,-49.0,19.0
2020-03-29,GB,Medway,-85.0,-40.0,-67.0,-71.0,-51.0,15.0
2020-03-29,GB,Merseyside,-83.0,-42.0,-53.0,-74.0,-54.0,15.0
2020-03-29,GB,Merthyr Tydfil County Borough,-89.0,-50.0,,-54.0,-52.0,8.0
2020-03-29,GB,Mid And East Antrim,-81.0,-37.0,-52.0,-56.0,-56.0,27.0
2020-03-29,GB,Mid Ulster,-81.0,-43.0,,-51.0,-42.0,28.0
2020-03-29,GB,Middlesbrough,-84.0,-43.0,-63.0,-73.0,-51.0,24.0
2020-03-29,GB,Midlothian,-90.0,-43.0,-20.0,-50.0,-53.0,25.0
2020-03-29,GB,Milton Keynes,-85.0,-49.0,-53.0,-79.0,-55.0,19.0
2020-03-29,GB,Monmouthshire,-85.0,-56.0,-61.0,-58.0,-47.0,16.0
2020-03-29,GB,Moray,-88.0,-45.0,-42.0,-63.0,-54.0,12.0
2020-03-29,GB,Na h-Eileanan an Iar,-77.0,-31.0,,-54.0,-51.0,
2020-03-29,GB,Neath Port Talbot Principle Area,-74.0,-38.0,-46.0,-60.0,-46.0,23.0
2020-03-29,GB,Newport,-83.0,-47.0,-49.0,-66.0,-52.0,26.0
2020-03-29,GB,Newry and Mourne And Down,-87.0,-45.0,-65.0,-55.0,-52.0,29.0
2020-03-29,GB,Norfolk,-87.0,-52.0,-69.0,-68.0,-53.0,14.0
2020-03-29,GB,North Ayrshire Council,-79.0,-37.0,-12.0,-59.0,-51.0,25.0
2020-03-29,GB,North East Lincolnshire,-85.0,-46.0,-72.0,-68.0,-46.0,22.0
2020-03-29,GB,North Lanarkshire,-78.0,-37.0,,-56.0,-50.0,13.0
2020-03-29,GB,North Lincolnshire,-79.0,-41.0,-56.0,-58.0,-46.0,23.0
2020-03-29,GB,North Somerset,-84.0,-50.0,-52.0,-88.0,-54.0,27.0
2020-03-29,GB,North Yorkshire,-88.0,-48.0,-65.0,-74.0,-55.0,15.0
2020-03-29,GB,Northamptonshire,-84.0,-42.0,-59.0,-71.0,-47.0,14.0
2020-03-29,GB,Northumberland,-84.0,-42.0,-66.0,-61.0,-54.0,14.0
2020-03-29,GB,Nottinghamshire,-90.0,-45.0,-58.0,-80.0,-56.0,15.0
2020-03-29,GB,Orkney,-85.0,-40.0,,,-61.0,
2020-03-29,GB,Oxfordshire,-87.0,-45.0,-48.0,-79.0,-58.0,17.0
2020-03-29,GB,Pembrokeshire,-87.0,-49.0,-62.0,-61.0,-47.0,18.0
2020-03-29,GB,Perth and Kinross,-86.0,-46.0,-39.0,-65.0,-54.0,27.0
2020-03-29,GB,Peterborough,-80.0,-45.0,-36.0,-77.0,-43.0,17.0
2020-03-29,GB,Plymouth,-87.0,-50.0,-43.0,-70.0,-54.0,18.0
2020-03-29,GB,Portsmouth,-88.0,-43.0,-46.0,-71.0,-54.0,19.0
2020-03-29,GB,Powys,-88.0,-50.0,-56.0,-63.0,-51.0,23.0
2020-03-29,GB,Reading,-89.0,-50.0,-41.0,-84.0,-55.0,32.0
2020-03-29,GB,Redcar and Cleveland,-88.0,-44.0,-63.0,-62.0,-50.0,23.0
2020-03-29,GB,Renfrewshire,-86.0,-39.0,14.0,-84.0,-58.0,29.0
2020-03-29,GB,Rhondda Cynon Taff,-80.0,-41.0,-47.0,-52.0,-50.0,19.0
2020-03-29,GB,Rutland,-100.0,-37.0,-70.0,,-57.0,
2020-03-29,GB,Scottish Borders,-88.0,-46.0,-39.0,-44.0,-51.0,20.0
2020-03-29,GB,Shetland Islands,-85.0,-49.0,,-54.0,-60.0,
2020-03-29,GB,Shropshire,-85.0,-49.0,-56.0,-70.0,-50.0,14.0
2020-03-29,GB,Slough,-80.0,-45.0,-45.0,-78.0,-54.0,29.0
2020-03-29,GB,Somerset,-86.0,-48.0,-56.0,-73.0,-49.0,14.0
2020-03-29,GB,South Ayrshire Council,-88.0,-42.0,-35.0,-62.0,-56.0,20.0
2020-03-29,GB,South Gloucestershire,-81.0,-45.0,-30.0,-64.0,-52.0,20.0
2020-03-29,GB,South Lanarkshire,-78.0,-38.0,-6.0,-57.0,-54.0,14.0
2020-03-29,GB,South Yorkshire,-86.0,-43.0,-47.0,-71.0,-53.0,15.0
2020-03-29,GB,Southampton,-87.0,-41.0,-57.0,-71.0,-54.0,19.0
2020-03-29,GB,Southend-on-Sea,-89.0,-39.0,-63.0,-79.0,-57.0,28.0
2020-03-29,GB,Staffordshire,-85.0,-44.0,-54.0,-73.0,-54.0,14.0
2020-03-29,GB,Stirling,-85.0,-49.0,-49.0,-76.0,-62.0,11.0
2020-03-29,GB,Stockton-on-Tees,-84.0,-47.0,-60.0,-69.0,-52.0,25.0
2020-03-29,GB,Stoke-on-Trent,-84.0,-44.0,-41.0,-70.0,-49.0,14.0
2020-03-29,GB,Suffolk,-87.0,-51.0,-67.0,-69.0,-54.0,15.0
2020-03-29,GB,Surrey,-85.0,-44.0,-57.0,-74.0,-59.0,17.0
2020-03-29,GB,Swansea,-84.0,-50.0,-51.0,-67.0,-54.0,19.0
2020-03-29,GB,Swindon,-83.0,-44.0,-30.0,-69.0,-52.0,28.0
2020-03-29,GB,Thurrock,-88.0,-53.0,-51.0,-59.0,-50.0,29.0
2020-03-29,GB,Torbay,-86.0,-44.0,-58.0,-68.0,-55.0,24.0
2020-03-29,GB,Torfaen Principal Area,-82.0,-37.0,,-54.0,-53.0,24.0
2020-03-29,GB,Tyne and Wear,-85.0,-47.0,-58.0,-74.0,-57.0,15.0
2020-03-29,GB,Vale of Glamorgan,-84.0,-49.0,-59.0,-70.0,-54.0,27.0
2020-03-29,GB,Warrington,-86.0,-42.0,-29.0,-68.0,-52.0,27.0
2020-03-29,GB,Warwickshire,-86.0,-44.0,-56.0,-72.0,-54.0,15.0
2020-03-29,GB,West Berkshire,-88.0,-49.0,-41.0,-82.0,-58.0,29.0
2020-03-29,GB,West Dunbartonshire Council,-75.0,-43.0,,-54.0,-51.0,23.0
