Entity,Code,Year,"Hospital beds (per 1,000 people) (per 1,000 people)"
Cyprus,CYP,1989,5.08640003204346
Cyprus,CYP,2002,4.4000000954
Cyprus,CYP,2005,3.8
Cyprus,CYP,2006,3.7
Cyprus,CYP,2008,3.8
Cyprus,CYP,2010,3.52
Cyprus,CYP,2011,3.5
Czech Republic,CZE,1980,11.3000001907349
Czech Republic,CZE,1985,11.3999996185303
Czech Republic,CZE,1990,11.3000001907
Czech Republic,CZE,1991,11.1000003815
Czech Republic,CZE,1992,10.6999998093
Czech Republic,CZE,1993,10.3999996185
Czech Republic,CZE,1994,10.1999998093
Czech Republic,CZE,2000,8.8000001907
Czech Republic,CZE,2001,8.8000001907
Czech Republic,CZE,2002,8.8000001907
Czech Republic,CZE,2003,8.8000001907
Czech Republic,CZE,2005,8.4
Czech Republic,CZE,2006,8.4
Czech Republic,CZE,2007,8.1
Czech Republic,CZE,2008,7.2
Czech Republic,CZE,2009,7.1
Czech Republic,CZE,2010,7.01
Czech Republic,CZE,2011,6.8
Democratic Republic of Congo,COD,1960,5.67403650283813
Democratic Republic of Congo,COD,1970,3.32340002059937
Democratic Republic of Congo,COD,1975,3.22530007362366
Democratic Republic of Congo,COD,1987,1.59309995174408
Democratic Republic of Congo,COD,1990,1.4268000126
Democratic Republic of Congo,COD,2005,1.1
Democratic Republic of Congo,COD,2006,0.8
Denmark,DNK,1970,8.10000038146973
Denmark,DNK,1972,8.39999961853027
Denmark,DNK,1973,8.30000019073486
Denmark,DNK,1974,8.5
Denmark,DNK,1975,8.5
Denmark,DNK,1976,8.60000038146973
Denmark,DNK,1977,8.39999961853027
Denmark,DNK,1978,8.5
Denmark,DNK,1979,8.19999980926514
Denmark,DNK,1980,8.10000038146973
Denmark,DNK,1981,7.80000019073486
Denmark,DNK,1982,7.69999980926514
Denmark,DNK,1983,7.40000009536743
Denmark,DNK,1984,7.09999990463257
Denmark,DNK,1985,7
Denmark,DNK,1986,6.90000009536743
Denmark,DNK,1987,6.19999980926514
Denmark,DNK,1988,6
Denmark,DNK,1989,5.80000019073486
Denmark,DNK,1990,5.5999999046
Denmark,DNK,1991,5.4000000954
Denmark,DNK,1992,5.0999999046
Denmark,DNK,1993,5
Denmark,DNK,1994,5
Denmark,DNK,1995,4.9000000954
Denmark,DNK,1996,4.6999998093
Denmark,DNK,1997,4.5999999046
Denmark,DNK,1998,4.5
Denmark,DNK,1999,4.3000001907
Denmark,DNK,2000,4.3000001907
Denmark,DNK,2001,4.1999998093
Denmark,DNK,2002,4.0999999046
Denmark,DNK,2003,4
Denmark,DNK,2004,3.8225
Denmark,DNK,2007,3.5
Denmark,DNK,2008,3.6
Denmark,DNK,2009,3.5
Denmark,DNK,2010,3.5
Djibouti,DJI,1960,7.83132553100586
Djibouti,DJI,1970,6.07740020751953
Djibouti,DJI,1981,3.61050009727478
Djibouti,DJI,1990,2.5397000313
Djibouti,DJI,2000,1.6
Djibouti,DJI,2010,1.4
Djibouti,DJI,2012,1.4
Dominica,DMA,1960,4.54394674301147
Dominica,DMA,1970,4.4443998336792
Dominica,DMA,1990,3
Dominica,DMA,1993,2.5938999653
Dominica,DMA,1995,3.6
Dominica,DMA,1996,2.6500000954
Dominica,DMA,2000,3.8
Dominica,DMA,2001,3.5
Dominica,DMA,2002,3.9000000954
Dominica,DMA,2003,3.9
Dominica,DMA,2004,3.9
Dominica,DMA,2005,3.9
Dominica,DMA,2007,4
Dominica,DMA,2008,3.8
Dominica,DMA,2009,3.8
Dominica,DMA,2010,3.8
Dominica,DMA,2011,3.8
Dominica,DMA,2012,3.8
Dominican Republic,DOM,1960,2.32869076728821
Dominican Republic,DOM,1970,2.63940000534058
Dominican Republic,DOM,1975,2.50149989128113
Dominican Republic,DOM,1990,1.8812999725
Dominican Republic,DOM,1993,2
Dominican Republic,DOM,1996,1.5
Dominican Republic,DOM,2003,2.0999999046
Dominican Republic,DOM,2005,2
Dominican Republic,DOM,2007,1
Dominican Republic,DOM,2008,1
Dominican Republic,DOM,2009,1
Dominican Republic,DOM,2010,1.6
Dominican Republic,DOM,2011,1.7
Early-demographic dividend,,1960,0.922492388550583
Early-demographic dividend,,1970,0.966973676093145
Early-demographic dividend,,1975,0.887256187674394
Early-demographic dividend,,1980,1.0375533081346
Early-demographic dividend,,1985,1.10605021888662
Early-demographic dividend,,1991,1.09043558866511
Early-demographic dividend,,2002,0.768567090049722
Early-demographic dividend,,2005,1.25909086645261
Early-demographic dividend,,2011,1.22544337889595
East Asia & Pacific,,1970,2.56077875124092
East Asia & Pacific,,1975,1.91633392830229
East Asia & Pacific,,1976,2.12823150580219
East Asia & Pacific,,1980,3.32568582991327
East Asia & Pacific,,1981,2.43956240728757
East Asia & Pacific,,1982,2.38293273415279
East Asia & Pacific,,1983,2.41169779337328
East Asia & Pacific,,1984,2.45546178575044
East Asia & Pacific,,1985,3.28610387470074
East Asia & Pacific,,1986,2.39672943497165
East Asia & Pacific,,1989,2.48750405705806
East Asia & Pacific,,1990,2.34174419933285
East Asia & Pacific,,1991,2.42076140663838
East Asia & Pacific,,1992,2.42880320256907
East Asia & Pacific,,1993,3.4350209496607
East Asia & Pacific,,1994,3.5269148021807
East Asia & Pacific,,1995,3.80120652632664
East Asia & Pacific,,1996,3.80357952399196
East Asia & Pacific,,1997,3.70668217292593
East Asia & Pacific,,1998,3.39319697551831
East Asia & Pacific,,1999,3.70066789866926
East Asia & Pacific,,2000,3.6127602768842
East Asia & Pacific,,2001,3.37061711475777
East Asia & Pacific,,2002,3.08490966707246
East Asia & Pacific,,2003,3.41365663300681
East Asia & Pacific,,2004,4.02467092017147
East Asia & Pacific,,2005,3.41030865758928
East Asia & Pacific,,2006,3.17169829233089
East Asia & Pacific,,2009,4.77779469278328
East Asia & Pacific,,2010,2.98319205283218
East Asia & Pacific,,2011,3.54734531561649
East Asia & Pacific (IDA & IBRD),,1965,1.44000005722046
East Asia & Pacific (IDA & IBRD),,1966,1.51999998092651
East Asia & Pacific (IDA & IBRD),,1967,1.5
East Asia & Pacific (IDA & IBRD),,1968,1.45000004768372
East Asia & Pacific (IDA & IBRD),,1969,1.45000004768372
East Asia & Pacific (IDA & IBRD),,1970,1.44109725817562
East Asia & Pacific (IDA & IBRD),,1971,1.58000004291534
East Asia & Pacific (IDA & IBRD),,1972,1.71000003814697
East Asia & Pacific (IDA & IBRD),,1973,1.76999998092651
East Asia & Pacific (IDA & IBRD),,1974,1.85000002384186
East Asia & Pacific (IDA & IBRD),,1975,1.78038136132597
East Asia & Pacific (IDA & IBRD),,1976,1.98732028104244
East Asia & Pacific (IDA & IBRD),,1977,2.0699999332428
East Asia & Pacific (IDA & IBRD),,1978,2.14000010490417
East Asia & Pacific (IDA & IBRD),,1979,2.20000004768372
East Asia & Pacific (IDA & IBRD),,1980,2.22404460324719
East Asia & Pacific (IDA & IBRD),,1981,2.29567032988884
East Asia & Pacific (IDA & IBRD),,1982,2.2341546435756
East Asia & Pacific (IDA & IBRD),,1983,2.26245712369105
East Asia & Pacific (IDA & IBRD),,1984,2.30928932905428
East Asia & Pacific (IDA & IBRD),,1985,2.12137506711139
East Asia & Pacific (IDA & IBRD),,1986,2.36590902206935
East Asia & Pacific (IDA & IBRD),,1987,2.47996848733319
East Asia & Pacific (IDA & IBRD),,1988,2.53664715064535
East Asia & Pacific (IDA & IBRD),,1989,2.35640225423441
East Asia & Pacific (IDA & IBRD),,1990,2.27932700790066
East Asia & Pacific (IDA & IBRD),,1991,2.27217738821444
East Asia & Pacific (IDA & IBRD),,1992,2.27763327228966
East Asia & Pacific (IDA & IBRD),,1993,2.29189600860761
East Asia & Pacific (IDA & IBRD),,1994,2.3495732760388
East Asia & Pacific (IDA & IBRD),,1995,2.57204010471341
East Asia & Pacific (IDA & IBRD),,1996,2.54083408997726
East Asia & Pacific (IDA & IBRD),,1997,2.49787187782257
East Asia & Pacific (IDA & IBRD),,1998,2.2557428716475
East Asia & Pacific (IDA & IBRD),,1999,2.50488069036516
East Asia & Pacific (IDA & IBRD),,2000,2.44428897274264
East Asia & Pacific (IDA & IBRD),,2001,2.40325963303395
East Asia & Pacific (IDA & IBRD),,2002,2.03145333391341
East Asia & Pacific (IDA & IBRD),,2003,2.20020944398081
East Asia & Pacific (IDA & IBRD),,2004,2.96560166635544
East Asia & Pacific (IDA & IBRD),,2005,2.44160921864827
East Asia & Pacific (IDA & IBRD),,2006,2.10659290494997
East Asia & Pacific (IDA & IBRD),,2009,3.87487751270161
East Asia & Pacific (IDA & IBRD),,2010,2.97189949407524
East Asia & Pacific (IDA & IBRD),,2011,3.55662718157226
East Asia & Pacific (excluding high income),,1965,1.44000005722046
East Asia & Pacific (excluding high income),,1966,1.51999998092651
East Asia & Pacific (excluding high income),,1967,1.5
East Asia & Pacific (excluding high income),,1968,1.45000004768372
East Asia & Pacific (excluding high income),,1969,1.45000004768372
East Asia & Pacific (excluding high income),,1970,1.44109725817562
East Asia & Pacific (excluding high income),,1971,1.58000004291534
East Asia & Pacific (excluding high income),,1972,1.71000003814697
East Asia & Pacific (excluding high income),,1973,1.76999998092651
East Asia & Pacific (excluding high income),,1974,1.85000002384186
East Asia & Pacific (excluding high income),,1975,1.78038136132597
East Asia & Pacific (excluding high income),,1976,1.98732028104244
East Asia & Pacific (excluding high income),,1977,2.0699999332428
East Asia & Pacific (excluding high income),,1978,2.14000010490417
East Asia & Pacific (excluding high income),,1979,2.20000004768372
East Asia & Pacific (excluding high income),,1980,2.22404460324719
East Asia & Pacific (excluding high income),,1981,2.29567032988884
East Asia & Pacific (excluding high income),,1982,2.2341546435756
East Asia & Pacific (excluding high income),,1983,2.26245712369105
East Asia & Pacific (excluding high income),,1984,2.30928932905428
East Asia & Pacific (excluding high income),,1985,2.12137506711139
East Asia & Pacific (excluding high income),,1986,2.36590902206935
East Asia & Pacific (excluding high income),,1987,2.47996848733319
East Asia & Pacific (excluding high income),,1988,2.53664715064535
East Asia & Pacific (excluding high income),,1989,2.35640225423441
East Asia & Pacific (excluding high income),,1990,2.27932700790066
East Asia & Pacific (excluding high income),,1991,2.27217738821444
East Asia & Pacific (excluding high income),,1992,2.27763327228966
East Asia & Pacific (excluding high income),,1993,2.29189600860761
East Asia & Pacific (excluding high income),,1994,2.3495732760388
East Asia & Pacific (excluding high income),,1995,2.57204010471341
East Asia & Pacific (excluding high income),,1996,2.54083408997726
East Asia & Pacific (excluding high income),,1997,2.49787187782257
East Asia & Pacific (excluding high income),,1998,2.25571543548082
East Asia & Pacific (excluding high income),,1999,2.50488069036516
East Asia & Pacific (excluding high income),,2000,2.44428897274264
East Asia & Pacific (excluding high income),,2001,2.40325963303395
East Asia & Pacific (excluding high income),,2002,2.17593977691623
East Asia & Pacific (excluding high income),,2003,2.20020944398081
East Asia & Pacific (excluding high income),,2004,2.96560166635544
East Asia & Pacific (excluding high income),,2005,2.44160921864827
East Asia & Pacific (excluding high income),,2006,2.10654429151288
East Asia & Pacific (excluding high income),,2009,3.87486399308761
East Asia & Pacific (excluding high income),,2010,2.97187857281333
East Asia & Pacific (excluding high income),,2011,3.55662718157226
Ecuador,ECU,1960,1.87069153785706
Ecuador,ECU,1970,2.34910011291504
Ecuador,ECU,1975,2.54629993438721
Ecuador,ECU,1980,1.90719997882843
Ecuador,ECU,1990,1.6440999508
Ecuador,ECU,1993,1.6000000238
Ecuador,ECU,1996,1.5499999523
Ecuador,ECU,2002,1.5
Ecuador,ECU,2003,1.7
Ecuador,ECU,2008,1.5
Ecuador,ECU,2009,1.5
Ecuador,ECU,2010,1.6
Ecuador,ECU,2011,1.6
Egypt,EGY,1960,2.14697933197021
Egypt,EGY,1970,2.18050003051758
Egypt,EGY,1975,2.03660011291504
Egypt,EGY,1980,2.02629995346069
Egypt,EGY,1981,2.07220005989075
Egypt,EGY,1986,2.08570003509521
Egypt,EGY,1988,2.12470006942749
Egypt,EGY,1989,2.01990008354187
Egypt,EGY,1990,2.0708999634
Egypt,EGY,1991,2.0241999626
Egypt,EGY,1992,2.0004000664
Egypt,EGY,1993,1.9292999506
Egypt,EGY,1996,2.0999999046
Egypt,EGY,1997,2.0999999046
Egypt,EGY,2003,2.2000000477
Egypt,EGY,2005,2.2
Egypt,EGY,2006,2.102
Egypt,EGY,2007,2.08
Egypt,EGY,2009,1.7
Egypt,EGY,2010,1.7
Egypt,EGY,2012,0.5
El Salvador,SLV,1960,2.18347549438477
El Salvador,SLV,1970,1.90240001678467
El Salvador,SLV,1975,1.98500001430511
El Salvador,SLV,1990,1.4710999727
El Salvador,SLV,1993,1.5
El Salvador,SLV,1996,1.6499999762
El Salvador,SLV,2005,0.9
El Salvador,SLV,2006,0.9
El Salvador,SLV,2007,0.7
El Salvador,SLV,2008,0.8
El Salvador,SLV,2009,1.1
El Salvador,SLV,2010,1
El Salvador,SLV,2011,1
El Salvador,SLV,2012,1.1
Equatorial Guinea,GNQ,1960,4.99603176116943
Equatorial Guinea,GNQ,1988,2.80299997329712
Equatorial Guinea,GNQ,2001,1.1
Equatorial Guinea,GNQ,2005,2.2
Equatorial Guinea,GNQ,2009,1.9
Equatorial Guinea,GNQ,2010,2.1
Eritrea,ERI,2006,1.2
Eritrea,ERI,2011,0.7
Estonia,EST,1980,12.1850996017456
Estonia,EST,1985,12.2743997573853
Estonia,EST,1986,12.2651996612549
Estonia,EST,1987,12.1365003585815
Estonia,EST,1988,12.0267000198364
Estonia,EST,1989,11.9308004379272
Estonia,EST,1990,11.6106004715
Estonia,EST,1991,11.2891998291
Estonia,EST,1992,9.6816997528
Estonia,EST,1993,9.622300148
Estonia,EST,1994,8.5613002777
Estonia,EST,1995,8.3500003815
Estonia,EST,1996,7.9000000954
Estonia,EST,1997,7.7100000381
Estonia,EST,1998,7.5799999237
Estonia,EST,1999,7.5300002098
Estonia,EST,2000,7.1799998283
Estonia,EST,2001,6.7199997902
Estonia,EST,2002,6
Estonia,EST,2004,5.8
Estonia,EST,2006,5.6
Estonia,EST,2007,5.6
Estonia,EST,2008,5.7
Estonia,EST,2009,5.4
Estonia,EST,2010,5.33
Estonia,EST,2011,5.3
Ethiopia,ETH,1960,0.29423388838768
Ethiopia,ETH,1970,0.285199999809265
Ethiopia,ETH,1975,0.285699993371964
Ethiopia,ETH,1980,0.295500010251999
Ethiopia,ETH,1990,0.2415000051
Ethiopia,ETH,2004,0.2
Ethiopia,ETH,2006,0.2
Ethiopia,ETH,2008,0.2
Ethiopia,ETH,2011,6.3
Euro area,,1970,9.6521867734539
Euro area,,1980,9.9428495547784
Euro area,,1985,9.07593266368261
Euro area,,1990,8.24253827894116
Euro area,,1991,8.03062405448101
Euro area,,1992,7.90771864248654
Euro area,,1993,7.74924584384216
Euro area,,1994,7.64864688378082
Euro area,,1995,7.51709449210461
Euro area,,1996,7.50233424704565
Euro area,,1997,7.23489304667167
Euro area,,1998,7.07349176769583
Euro area,,1999,6.87948900697098
Euro area,,2000,6.75374816509131
Euro area,,2001,6.68179084581658
Euro area,,2002,6.64421737417895
Euro area,,2005,6.10417906087847
Euro area,,2006,6.02235099018859
Euro area,,2008,5.78449205325114
Euro area,,2009,5.77837615399405
Euro area,,2010,5.74007997795462
Euro area,,2011,5.62000625060238
Europe & Central Asia,,1980,9.15728621771272
Europe & Central Asia,,1985,9.58933120741852
Europe & Central Asia,,1986,9.67480646674894
Europe & Central Asia,,1987,9.65668845816215
Europe & Central Asia,,1988,9.62487056397215
Europe & Central Asia,,1989,9.57018745256053
Europe & Central Asia,,1990,9.16910389741614
Europe & Central Asia,,1991,9.03190518834349
Europe & Central Asia,,1992,8.70134885552018
Europe & Central Asia,,1993,8.52419381632467
Europe & Central Asia,,1994,8.32782989556479
Europe & Central Asia,,1995,8.13320228275366
Europe & Central Asia,,1996,7.90808921241366
Europe & Central Asia,,1997,7.54694609481517
Europe & Central Asia,,1998,7.30258456134551
Europe & Central Asia,,1999,7.09512960362659
Europe & Central Asia,,2000,7.0311276796309
Europe & Central Asia,,2001,7.12335064205697
Europe & Central Asia,,2003,6.92815652144759
Europe & Central Asia,,2005,6.65474034167425
Europe & Central Asia,,2006,6.67460267954306
Europe & Central Asia,,2009,5.4809077366693
Europe & Central Asia,,2010,5.00301983603632
Europe & Central Asia,,2011,5.0272116272822
Europe & Central Asia (IDA & IBRD),,1985,10.148833525931
Europe & Central Asia (IDA & IBRD),,1986,10.6553842285729
Europe & Central Asia (IDA & IBRD),,1987,10.6877475338234
Europe & Central Asia (IDA & IBRD),,1988,10.7205726759168
Europe & Central Asia (IDA & IBRD),,1989,10.7425380487688
Europe & Central Asia (IDA & IBRD),,1990,10.2711768829801
Europe & Central Asia (IDA & IBRD),,1991,10.0453162804591
Europe & Central Asia (IDA & IBRD),,1992,9.80968391582106
Europe & Central Asia (IDA & IBRD),,1993,9.64507661966876
Europe & Central Asia (IDA & IBRD),,1994,9.37123342726031
Europe & Central Asia (IDA & IBRD),,1995,9.16097939150193
Europe & Central Asia (IDA & IBRD),,1996,8.79274195702921
Europe & Central Asia (IDA & IBRD),,1997,8.30140018248698
Europe & Central Asia (IDA & IBRD),,1998,8.00233242842216
Europe & Central Asia (IDA & IBRD),,1999,7.77704872796456
Europe & Central Asia (IDA & IBRD),,2000,7.70979472333508
Europe & Central Asia (IDA & IBRD),,2001,7.90822200189234
Europe & Central Asia (IDA & IBRD),,2003,7.6420634314231
Europe & Central Asia (IDA & IBRD),,2005,7.03119547643411
Europe & Central Asia (IDA & IBRD),,2006,7.13971600570669
Europe & Central Asia (excluding high income),,1985,10.6458861981343
Europe & Central Asia (excluding high income),,1986,10.6977968977803
Europe & Central Asia (excluding high income),,1987,10.7300539468655
Europe & Central Asia (excluding high income),,1988,10.7627946167117
Europe & Central Asia (excluding high income),,1989,10.7853633884916
Europe & Central Asia (excluding high income),,1990,10.7721224422702
Europe & Central Asia (excluding high income),,1991,10.5279356554237
Europe & Central Asia (excluding high income),,1992,10.2837795072146
Europe & Central Asia (excluding high income),,1993,10.1030727070927
Europe & Central Asia (excluding high income),,1994,9.79990829133374
Europe & Central Asia (excluding high income),,1995,9.57770840681236
Europe & Central Asia (excluding high income),,1996,9.16041035664482
Europe & Central Asia (excluding high income),,1997,8.62564269573885
Europe & Central Asia (excluding high income),,1998,8.30191191713159
Europe & Central Asia (excluding high income),,1999,8.07298645063791
Europe & Central Asia (excluding high income),,2000,8.01219051885496
Europe & Central Asia (excluding high income),,2001,7.93081475177724
Europe & Central Asia (excluding high income),,2003,7.66619160512256
Europe & Central Asia (excluding high income),,2005,7.22958268087972
Europe & Central Asia (excluding high income),,2006,7.36445921105791
European Union,,1970,9.28148368034404
European Union,,1980,9.33233417887437
European Union,,1985,8.69043648121968
European Union,,1990,7.91600702351683
European Union,,1991,7.71273705973018
European Union,,1992,7.45922673352088
European Union,,1993,7.301672427815
European Union,,1994,7.2138346207639
European Union,,1995,6.99147134669095
European Union,,1996,6.9529388921866
European Union,,1997,6.75954513331055
European Union,,1998,6.55762731138769
European Union,,1999,6.3649975897691
European Union,,2000,6.32360924113469
European Union,,2001,6.43012089433731
European Union,,2002,6.23555456971136
European Union,,2005,6.14685058257278
European Union,,2006,6.07420970065734
European Union,,2008,5.57313161575445
European Union,,2009,5.55486800711438
European Union,,2010,5.45133885751673
European Union,,2011,5.36246586925018
Fiji,FJI,1960,4.04060935974121
Fiji,FJI,1970,2.90960001945496
Fiji,FJI,1975,3.33330011367798
Fiji,FJI,1980,2.81389999389648
Fiji,FJI,1981,2.74609994888306
Fiji,FJI,1999,2.6
Fiji,FJI,2004,2.1
Fiji,FJI,2005,2.09
Fiji,FJI,2008,2.1
Fiji,FJI,2009,2.1
Finland,FIN,1970,15.1000003814697
Finland,FIN,1980,15.6000003814697
Finland,FIN,1985,14
Finland,FIN,1990,12.5
Finland,FIN,1991,11.1999998093
Finland,FIN,1992,11
Finland,FIN,1993,10
Finland,FIN,1994,10
Finland,FIN,1995,9.3000001907
Finland,FIN,1996,9.1999998093
Finland,FIN,1997,7.9000000954
Finland,FIN,1998,7.8000001907
Finland,FIN,1999,7.5999999046
Finland,FIN,2000,7.5
Finland,FIN,2003,7.1999998093
Finland,FIN,2005,7
Finland,FIN,2006,7
Finland,FIN,2007,6.8
Finland,FIN,2008,6.5
Finland,FIN,2009,6.2
Finland,FIN,2010,5.85
Finland,FIN,2011,5.5
Fragile and conflict affected situations,,1960,1.74456700556388
Fragile and conflict affected situations,,1970,1.6617637862513
Fragile and conflict affected situations,,1990,1.12848034302251
France,FRA,1974,10.5
France,FRA,1975,10.6000003814697
France,FRA,1976,10.6000003814697
France,FRA,1977,10.8000001907349
France,FRA,1978,10.8999996185303
France,FRA,1979,11.1000003814697
France,FRA,1980,11.1000003814697
France,FRA,1981,11.1000003814697
France,FRA,1982,11
France,FRA,1983,10.8000001907349
France,FRA,1984,10.6999998092651
France,FRA,1985,10.5
France,FRA,1986,10.3000001907349
France,FRA,1987,10.1999998092651
France,FRA,1988,10.1000003814697
France,FRA,1989,9.89999961853027
France,FRA,1990,9.6999998093
France,FRA,1991,9.6000003815
France,FRA,1992,9.3999996185
France,FRA,1993,9.3000001907
France,FRA,1994,9.1000003815
France,FRA,1995,8.8999996185
France,FRA,1996,8.8000001907
France,FRA,1997,8.6000003815
France,FRA,1998,8.3999996185
France,FRA,1999,8.3000001907
France,FRA,2000,8.1000003815
France,FRA,2001,8
France,FRA,2002,7.9000000954
France,FRA,2003,7.6999998093
France,FRA,2004,7.5
France,FRA,2005,7.2754
France,FRA,2006,7.2
France,FRA,2008,7.1
France,FRA,2009,6.9
France,FRA,2010,6.64
France,FRA,2011,6.4
Gabon,GAB,1960,5.71399164199829
Gabon,GAB,1970,9.91069984436035
Gabon,GAB,1985,1.55200004577637
Gabon,GAB,1990,3.1937999725
Gabon,GAB,2006,2
Gabon,GAB,2008,1.3
Gabon,GAB,2010,6.3
Gambia,GMB,1960,1.18181812763214
Gambia,GMB,1985,1.65779995918274
Gambia,GMB,1990,0.6108999848
Gambia,GMB,2005,0.8
Gambia,GMB,2009,1.1
Gambia,GMB,2011,1.1
Georgia,GEO,1980,10.1708002090454
Georgia,GEO,1985,9.9734001159668
Georgia,GEO,1986,10.0150003433228
Georgia,GEO,1987,10.1073999404907
Georgia,GEO,1988,9.99349975585938
Georgia,GEO,1989,9.99569988250732
Georgia,GEO,1990,9.7974996567
Georgia,GEO,1991,9.7981004715
Georgia,GEO,1992,10.0087003708
Georgia,GEO,1993,9.3910999298
Georgia,GEO,1994,9.6758003235
Georgia,GEO,1995,7.6599998474
Georgia,GEO,1996,5.6700000763
Georgia,GEO,1997,5.8600001335
Georgia,GEO,1998,5.7100000381
Georgia,GEO,1999,5.6900000572
Georgia,GEO,2000,4.7699999809
Georgia,GEO,2001,4.3000001907
Georgia,GEO,2003,4.1999998093
Georgia,GEO,2005,3.8
Georgia,GEO,2006,3.7
Georgia,GEO,2007,3.3
Georgia,GEO,2009,3.1
Georgia,GEO,2011,2.91
Georgia,GEO,2012,2.6
Germany,DEU,1960,10.5
Germany,DEU,1970,11.3000001907349
Germany,DEU,1980,11.5
Germany,DEU,1985,11
Germany,DEU,1990,10.3999996185
Germany,DEU,1991,10.1000003815
Germany,DEU,1992,9.8999996185
Germany,DEU,1993,9.6999998093
Germany,DEU,1994,9.6999998093
Germany,DEU,1995,9.6999998093
Germany,DEU,1996,9.6000003815
Germany,DEU,1997,9.3999996185
Germany,DEU,1998,9.3000001907
Germany,DEU,1999,9.1999998093
Germany,DEU,2000,9.1000003815
Germany,DEU,2001,9
Germany,DEU,2002,8.8999996185
Germany,DEU,2005,8.4
Germany,DEU,2006,8.3
Germany,DEU,2008,8.2
Germany,DEU,2009,8.2
Germany,DEU,2010,8.25
Germany,DEU,2011,8.2
Ghana,GHA,1960,0.779893696308136
Ghana,GHA,1970,1.32280004024506
Ghana,GHA,1975,1.25080001354218
Ghana,GHA,1985,1.56700003147125
Ghana,GHA,1990,1.4600000381
Ghana,GHA,2005,0.9
Ghana,GHA,2009,0.9
Ghana,GHA,2011,0.9
Greece,GRC,1960,5.80000019073486
Greece,GRC,1970,6.19999980926514
Greece,GRC,1980,6.19999980926514
Greece,GRC,1985,5.5
Greece,GRC,1986,5.30000019073486
Greece,GRC,1987,5.19999980926514
Greece,GRC,1988,5.19999980926514
Greece,GRC,1989,5.09999990463257
Greece,GRC,1990,5.0999999046
Greece,GRC,1991,5
Greece,GRC,1992,5
Greece,GRC,1993,5
Greece,GRC,1994,4.9000000954
Greece,GRC,1995,4.9000000954
Greece,GRC,1996,4.9000000954
Greece,GRC,1997,4.9000000954
Greece,GRC,1998,4.8000001907
Greece,GRC,1999,4.6999998093
Greece,GRC,2000,4.6999998093
Greece,GRC,2004,4.7
Greece,GRC,2005,4.7
Greece,GRC,2006,4.8
Greece,GRC,2008,4.8
Greece,GRC,2009,4.8
Greenland,GRL,1970,14.3534002304077
Grenada,GRD,1960,6.22222232818604
Grenada,GRD,1970,7.2536997795105
Grenada,GRD,1980,5.771399974823
Grenada,GRD,1990,8
Grenada,GRD,1993,8.1778001785
Grenada,GRD,1995,5.5
Grenada,GRD,1996,5.2699999809
Grenada,GRD,2000,6.2
Grenada,GRD,2002,6.9
Grenada,GRD,2003,5.6999998093
Grenada,GRD,2005,4.1
Grenada,GRD,2007,2.6
Grenada,GRD,2008,2.6
Grenada,GRD,2009,2.4
Grenada,GRD,2011,3.5
Grenada,GRD,2012,3.5
Guatemala,GTM,1960,2.6310875415802
Guatemala,GTM,1970,2.17109990119934
Guatemala,GTM,1975,2.00270009040833
Guatemala,GTM,1986,1.72119998931885
Guatemala,GTM,1989,0.877799987792969
Guatemala,GTM,1990,1.1000000238
Guatemala,GTM,1993,1.1000000238
Guatemala,GTM,1996,0.9800000191
Guatemala,GTM,2002,0.5
Guatemala,GTM,2005,0.7
Guatemala,GTM,2007,0.7
Guatemala,GTM,2008,0.6
Guatemala,GTM,2009,0.6
Guatemala,GTM,2010,0.6
Guatemala,GTM,2011,0.6
Guinea,GIN,1960,0.739158153533936
Guinea,GIN,1970,1.75849997997284
Guinea,GIN,1988,0.584100008010864
Guinea,GIN,1990,0.5507000089
Guinea,GIN,2005,0.3
Guinea,GIN,2011,0.3
Guinea-Bissau,GNB,1960,1.62118494510651
Guinea-Bissau,GNB,1970,1.57459998130798
Guinea-Bissau,GNB,1980,1.8860000371933
Guinea-Bissau,GNB,1981,1.97169995307922
Guinea-Bissau,GNB,1990,1.4779000282
Guinea-Bissau,GNB,2007,0.7
Guinea-Bissau,GNB,2009,1
Guyana,GUY,1960,5.5746922492981
Guyana,GUY,1970,4.76300001144409
Guyana,GUY,1975,4.97279977798462
Guyana,GUY,1985,3.49200010299683
Guyana,GUY,1993,3.0999999046
Guyana,GUY,1995,3.1
Guyana,GUY,1996,3.8699998856
Guyana,GUY,2001,2.9
Guyana,GUY,2005,2.8
Guyana,GUY,2006,2.5
Guyana,GUY,2007,1.9
Guyana,GUY,2009,2
Haiti,HTI,1960,0.608832836151123
Haiti,HTI,1970,0.784300029277802
Haiti,HTI,1975,0.776000022888184
Haiti,HTI,1980,0.740499973297119
Haiti,HTI,1985,0.723100006580353
Haiti,HTI,1990,0.7555999756
Haiti,HTI,1993,0.7990999818
Haiti,HTI,1996,0.7099999785
Haiti,HTI,2000,0.8
Haiti,HTI,2007,1.3
Heavily indebted poor countries (HIPC),,1960,1.51536268278692
Heavily indebted poor countries (HIPC),,1970,1.42225452124646
Heavily indebted poor countries (HIPC),,1975,1.52362633708147
Heavily indebted poor countries (HIPC),,1990,0.997626925128751
High income,,1960,8.85150352473121
High income,,1970,8.97847638126199
High income,,1980,8.40044026132055
High income,,1985,8.17409401336332
High income,,1990,6.221103289419
High income,,1991,6.47211242319658
High income,,1992,6.15946023098158
